Participant,CollectionSite,Address,City,State,Zip,MapURL
ADELPHI UNIVERSITY,ADELPHI UNIVERSITY,"ONE SOUTH AVE, U.C. LOBBY",GARDEN CITY,NY,11530,"http://maps.google.com/maps?q=ONE SOUTH AVE, U.C. LOBBY,+GARDEN CITY,+NY+11530&hl=en"
ALBANY COUNTY SHERIFF,ALBANY COUNTY SHERIFF PATROL STATION,58 VERDA AVENUE,CLARKSVILLE,NY,12041,"http://maps.google.com/maps?q=58 VERDA AVENUE,+CLARKSVILLE,+NY+12041&hl=en"
ALBANY COUNTY SHERIFF,RCS COMMUNITY LIBRARY,95 MAIN STREET,RAVENA,NY,12143,"http://maps.google.com/maps?q=95 MAIN STREET,+RAVENA,+NY+12143&hl=en"
ALBANY NY POLICE DEPARTMENT,ALBANY COLLEGE OF PHARMACY CAR PORT (DRIVE UP DROP OFF),106 NEW SCOTLAND AVE.,ALBANY,NY,12208,"http://maps.google.com/maps?q=106 NEW SCOTLAND AVE.,+ALBANY,+NY+12208&hl=en"
ALBANY NY POLICE DEPARTMENT,ALBANY POLICE DEPT. SOUTH STATION,126 ARCH STREET,ALBANY,NY,12202,"http://maps.google.com/maps?q=126 ARCH STREET,+ALBANY,+NY+12202&hl=en"
ALBANY NY POLICE DEPARTMENT,CVS PHARMACY,885 CENTRAL AVE.,ALBANY,NY,12205,"http://maps.google.com/maps?q=885 CENTRAL AVE.,+ALBANY,+NY+12205&hl=en"
ALLENTOWN POLICE DEPARTMENT,GIANT FOOD STORE #6074,3015 W. EMMAUS AVENUE,ALLENTOWN,PA,18103,"http://maps.google.com/maps?q=3015 W. EMMAUS AVENUE,+ALLENTOWN,+PA+18103&hl=en"
ALLENTOWN POLICE DEPARTMENT,REDNER'S MARKET,1201 AIRPORT ROAD,ALLENTOWN,PA,18109,"http://maps.google.com/maps?q=1201 AIRPORT ROAD,+ALLENTOWN,+PA+18109&hl=en"
ALLENTOWN POLICE DEPARTMENT,WEGMANS,3900 TILGHMAN ST,ALLENTOWN,PA,18104,"http://maps.google.com/maps?q=3900 TILGHMAN ST,+ALLENTOWN,+PA+18104&hl=en"
AMHERST POLICE DEPARTMENT,WILDWOOD SCHOOL PARKING AREA,71 STRONG STREET,AMHERST,MA,01002,"http://maps.google.com/maps?q=71 STRONG STREET,+AMHERST,+MA+01002&hl=en"
ANDOVER POLICE DEPARTMENT,ANDOVER POLICE STATION 973-383-5544,145 LAKE ILIFF RD.,NEWTON,NJ,07860,"http://maps.google.com/maps?q=145 LAKE ILIFF RD.,+NEWTON,+NJ+07860&hl=en"
ARDSLEY SAYF COALITION,ARDSLEY VILLAGE HALL,507 ASHFORD HALL,ARDSLEY,NY,10502,"http://maps.google.com/maps?q=507 ASHFORD HALL,+ARDSLEY,+NY+10502&hl=en"
BELCHERTOWN POLICE DEPARTMENT,BELCHERTOWN POLICE DEPARTMENT,PARK STREETTOWN COMMON,BELCHERTOWN,MA,01007,"http://maps.google.com/maps?q=PARK STREET,+BELCHERTOWN,+MA+01007&hl=en"
BENNINGTON POLICE DEPARTMENT,BENNINGTON COUNTY SHERIFF'S DEPT FRONT LOBBY,811 US ROUTE 7 SOUTH,BENNINGTON,VT,05201,"http://maps.google.com/maps?q=811 US ROUTE 7 SOUTH,+BENNINGTON,+VT+05201&hl=en"
BENNINGTON POLICE DEPARTMENT,BENNINGTON POLICE DEPARTMENT FRONT LOBBY,118 SOUTH STREET,BENNINGTON,VT,05201,"http://maps.google.com/maps?q=118 SOUTH STREET,+BENNINGTON,+VT+05201&hl=en"
BENNINGTON POLICE DEPARTMENT,SOUTHWESTERN VERMONT MEDICAL CENTER FRONT LOBBY,100 HOSPITAL DRIVE,BENNINGTON,VT,05201,"http://maps.google.com/maps?q=100 HOSPITAL DRIVE,+BENNINGTON,+VT+05201&hl=en"
BERKELEY HEIGHTS POLICE DEPARTMENT,BERKELEY HEIGHTS POLICE DEPARTMENT 908-464-1111,29 PARK AVE.,BERKELEY HEIGHTS,NJ,07922,"http://maps.google.com/maps?q=29 PARK AVE.,+BERKELEY HEIGHTS,+NJ+07922&hl=en"
BERLIN POLICE DEPARTMENT,BERLIN POLICE DEPARTMENT,240 KENSINGTON ROAD,BERLIN,CT,06037,"http://maps.google.com/maps?q=240 KENSINGTON ROAD,+BERLIN,+CT+06037&hl=en"
BERNARDS TOWNSHIP POLICE DEPARTMENT,BERNARDS TOWNSHIP POLICE DEPARTMENT,1 COLLYER LANE,BASKING RIDGE,NJ,07920,"http://maps.google.com/maps?q=1 COLLYER LANE,+BASKING RIDGE,+NJ+07920&hl=en"
BERNARDSVILLE POLICE DEPARTMENT,BERNARDSVILLE POLICE DEPARTMENT,166 MINE BROOK ROAD,BERNARDSVILLE,NJ,07924,"http://maps.google.com/maps?q=166 MINE BROOK ROAD,+BERNARDSVILLE,+NJ+07924&hl=en"
BETHANY POLICE DEPARTMENT,TROOP I RESIDENT TROOPERS OFFICE,631 AMITY ROAD,NEW HAVEN,CT,06525,"http://maps.google.com/maps?q=631 AMITY ROAD,+NEW HAVEN,+CT+06525&hl=en"
BETHLEHEM POLICE DEPARTMENT,ELM AVENUE PARK FRONT PARKING LOT,249 ELM AVENUE,DELMAR,NY,12054,"http://maps.google.com/maps?q=249 ELM AVENUE,+DELMAR,+NY+12054&hl=en"
BETHLEHEM POLICE DEPARTMENT,WESTGATE MALL,2285 SCHOENERSVILLE ROAD,BETHLEHEM,PA,18017,"http://maps.google.com/maps?q=2285 SCHOENERSVILLE ROAD,+BETHLEHEM,+PA+18017&hl=en"
BETHLEHEM TWNSHP POLICE DEPARTMENT,CVS PHARMACY,4950 FREEMANSBURG AVENUE,EASTON,PA,18045,"http://maps.google.com/maps?q=4950 FREEMANSBURG AVENUE,+EASTON,+PA+18045&hl=en"
BETHLEHEM TWNSHP POLICE DEPARTMENT,GIANT PHARMACY #6366,3926 NAZARETH PIKE,BETHLEHEM,PA,18020,"http://maps.google.com/maps?q=3926 NAZARETH PIKE,+BETHLEHEM,+PA+18020&hl=en"
BETHLEHEM TWNSHP POLICE DEPARTMENT,"ST. LUKES HOSPITAL, ANDERSON CAMPUS",1872 ST LUKES BLVD,EASTON,PA,18045,"http://maps.google.com/maps?q=1872 ST LUKES BLVD,+EASTON,+PA+18045&hl=en"
BETHLEHEM TWNSHP POLICE DEPARTMENT,YOUNG'S PHARMACY,3708 FREEMANSBURG AVENUE,EASTON,PA,18045,"http://maps.google.com/maps?q=3708 FREEMANSBURG AVENUE,+EASTON,+PA+18045&hl=en"
BOROUGH OF FAIRVIEW,FAIRVIEW POLICE DEPARTMENT 201-943-2100,59 ANDERSON AVE.,FAIRVIEW,NJ,07022,"http://maps.google.com/maps?q=59 ANDERSON AVE.,+FAIRVIEW,+NJ+07022&hl=en"
BRANCHBURG TOWNSHIP POLICE DEPARTMENT,BRANCHBURG TOWNSHIP POLICE DEPARTMENT,590 OLD YORK ROAD,BRANCHBURG,NJ,08876,"http://maps.google.com/maps?q=590 OLD YORK ROAD,+BRANCHBURG,+NJ+08876&hl=en"
BRANFORD POLICE DEPARTMENT,BRANFORD POLICE DEPARTMENT,33 LAUREL STREET,BRANFORD,CT,06405,"http://maps.google.com/maps?q=33 LAUREL STREET,+BRANFORD,+CT+06405&hl=en"
BRIDGEWATER TWP. POLICE,BRIDGEWATER POLICE HQ,100 COMMONS WAY,BRIDGEWATER,NJ,08807,"http://maps.google.com/maps?q=100 COMMONS WAY,+BRIDGEWATER,+NJ+08807&hl=en"
BRISTOL POLICE DEPARTMENT,BRISTOL SENIOR COMMUNITY CENTER HOURS OF COLLECTION 10:00 A.M- 1:00 P.M,240 STAFFORD AVENUE,BRISTOL,CT,06010,"http://maps.google.com/maps?q=240 STAFFORD AVENUE,+BRISTOL,+CT+06010&hl=en"
BROOME COUNTY SHERIFF'S DEPARTMENT,AMERICAN LEGION POST 1700,305 MAPLE STREET,ENDICOTT,NY,13760,"http://maps.google.com/maps?q=305 MAPLE STREET,+ENDICOTT,+NY+13760&hl=en"
BROOME COUNTY SHERIFF'S DEPARTMENT,BROOME COUNTY SHERIFF'S OFFICE,155 LT. VANWINKLE DR.,BINGHAMTON,NY,13905,"http://maps.google.com/maps?q=155 LT. VANWINKLE DR.,+BINGHAMTON,+NY+13905&hl=en"
BROOME COUNTY SHERIFF'S DEPARTMENT,JOHNSON CITY ELKS,4212 WATSON BLVD.,JOHNSON CITY,NY,13790,"http://maps.google.com/maps?q=4212 WATSON BLVD.,+JOHNSON CITY,+NY+13790&hl=en"
BROOME COUNTY SHERIFF'S DEPARTMENT,THE SCOOP,32876 STATE RT. 11,WHITNEY POINT,NY,13862,"http://maps.google.com/maps?q=32876 STATE RT. 11,+WHITNEY POINT,+NY+13862&hl=en"
BROOME COUNTY SHERIFF'S DEPARTMENT,VESTAL ELKS LODGE,2071 VESTAL PARKWAY WEST,VESTAL,NY,13850,"http://maps.google.com/maps?q=2071 VESTAL PARKWAY WEST,+VESTAL,+NY+13850&hl=en"
BROOME COUNTY SHERIFF'S DEPARTMENT,VESTAL FIRE STATION 4,3341 VESTAL PKWY EAST,VESTAL,NY,13850,"http://maps.google.com/maps?q=3341 VESTAL PKWY EAST,+VESTAL,+NY+13850&hl=en"
BROOME COUNTY SHERIFF'S DEPARTMENT,WINDSOR COMMUNITY CENTER,107 MAIN STREET,WINDSOR,NY,13865,"http://maps.google.com/maps?q=107 MAIN STREET,+WINDSOR,+NY+13865&hl=en"
BUCKINGHAM TWP PD,BUCKINGHAM TWP PD,4613 HUGHESIAN DR,BUCKINGHAM,PA,18912,"http://maps.google.com/maps?q=4613 HUGHESIAN DR,+BUCKINGHAM,+PA+18912&hl=en"
BUCKINGHAM TWP PD,MIDWAY FIRE DEPT,3879 ROUTE 413,DOYLESTOWN,PA,18902,"http://maps.google.com/maps?q=3879 ROUTE 413,+DOYLESTOWN,+PA+18902&hl=en"
BYRAM TWP. POLICE DEPARTMENT,CVS PHARMACY,77 RT. 206,STANHOPE,NJ,07874,"http://maps.google.com/maps?q=77 RT. 206,+STANHOPE,+NJ+07874&hl=en"
BYRAM TWP. POLICE DEPARTMENT,SHOP RITE,90 ROUTE 206,STANHOPE,NJ,07874,"http://maps.google.com/maps?q=90 ROUTE 206,+STANHOPE,+NJ+07874&hl=en"
CAIRO POLICE DEPARTMENT,HANNAFORD,223 MAIN STREET,CAIRO,NY,12413,"http://maps.google.com/maps?q=223 MAIN STREET,+CAIRO,+NY+12413&hl=en"
CARTERET POLICE DEPARTMENT,CARTERET POLICE DEPARTMENT 732-541-4181,230 ROOSEVELT AVE.,CARTERET,NJ,07008,"http://maps.google.com/maps?q=230 ROOSEVELT AVE.,+CARTERET,+NJ+07008&hl=en"
CATASAUQUA POLICE DEPARTMENT,CATASAUQUA POLICE DEPARTMENT,90 BRIDGE ST.,CATASAUQUA,PA,18032,"http://maps.google.com/maps?q=90 BRIDGE ST.,+CATASAUQUA,+PA+18032&hl=en"
CAZENOVIA POLICE DEPARTMENT,KINNEY DRUGS PARKING LOT,41 ALBANY STREET,CAZENOVIA,NY,13035,"http://maps.google.com/maps?q=41 ALBANY STREET,+CAZENOVIA,+NY+13035&hl=en"
CEDAR GROVE POLICE DEPARTMENT,CEDAR GROVE POLICE DEPARTMENT 973-239-4100,525 ROUTE 23,CEDAR GROVE,NJ,07009,"http://maps.google.com/maps?q=525 ROUTE 23,+CEDAR GROVE,+NJ+07009&hl=en"
CHATHAM BOROUGH POLICE DEPARTMENT,CVS PHARMACY,471 MAIN STREET,CHATHAM,NJ,07928,"http://maps.google.com/maps?q=471 MAIN STREET,+CHATHAM,+NJ+07928&hl=en"
CHATHAM POLICE DEPARTMENT,CHATHAM PD,77 MAIN STREET,CHATHAM,NY,12037,"http://maps.google.com/maps?q=77 MAIN STREET,+CHATHAM,+NY+12037&hl=en"
CHATHAM TOWNSHIP,CVS PHARMACY,641 SHUNPIKE ROAD,CHATHAM,NJ,07928,"http://maps.google.com/maps?q=641 SHUNPIKE ROAD,+CHATHAM,+NJ+07928&hl=en"
CHENANGO COUNTY SHERIFF'S OFFICE,COVENTRY FIRE DEPARTMENT,109 NORTH ROAD,GREENE,NY,13778,"http://maps.google.com/maps?q=109 NORTH ROAD,+GREENE,+NY+13778&hl=en"
CHENANGO COUNTY SHERIFF'S OFFICE,SMYRNA FIRE DEPARTMENT,MAIN STREET,SMYRNA,NY,13464,"http://maps.google.com/maps?q=MAIN STREET,+SMYRNA,+NY+13464&hl=en"
CHESHIRE POLICE DEPARTMENT,CHESHIRE POLICE DEPARTMENT,500 HIGHLAND AVE,CHESHIRE,CT,06410,"http://maps.google.com/maps?q=500 HIGHLAND AVE,+CHESHIRE,+CT+06410&hl=en"
CHESTER POLICE DEPARTMENT,CHESTER TWP. POLICE HEADQUARTERS,1 PARKER ROAD,CHESTER,NJ,07930,"http://maps.google.com/maps?q=1 PARKER ROAD,+CHESTER,+NJ+07930&hl=en"
CLARKSTOWN POLICE,CVS PHARMACY,280 SOUTH MAIN ST,NEW CITY,NY,10956,"http://maps.google.com/maps?q=280 SOUTH MAIN ST,+NEW CITY,+NY+10956&hl=en"
CLARKSTOWN POLICE,CVS PHARMACY,330 ROUTE 304,BARDONIA,NY,10954,"http://maps.google.com/maps?q=330 ROUTE 304,+BARDONIA,+NY+10954&hl=en"
CLINTON TOWNSHIP POLICE DEPARTMENT,CLINTON TOWNSHIP POLICE DEPT.,1370 ROUTE 31 NORTH,ANNANDALE,NJ,08801,"http://maps.google.com/maps?q=1370 ROUTE 31 NORTH,+ANNANDALE,+NJ+08801&hl=en"
CLOSTER POLICE DEPARTMENT,CLOSTER POLICE DEPT. 201-768-5000,295 CLOSTER DOCK ROAD,CLOSTER,NJ,07624,"http://maps.google.com/maps?q=295 CLOSTER  DOCK ROAD,+CLOSTER,+NJ+07624&hl=en"
COLONIAL REGIONAL PD,GIANT,859 NAZARETH PK,NAZARETH,PA,18064,"http://maps.google.com/maps?q=859 NAZARETH PK,+NAZARETH,+PA+18064&hl=en"
COLONIAL REGIONAL PD,WEGMAN'S,3797 NAZARETH HWY,EASTON,PA,18045,"http://maps.google.com/maps?q=3797 NAZARETH HWY,+EASTON,+PA+18045&hl=en"
COLONIAL REGIONAL PD,WEGMAN'S,5000 WEGMAN'S DR,BETHLEHEM,PA,18017,"http://maps.google.com/maps?q=5000 WEGMAN'S DR,+BETHLEHEM,+PA+18017&hl=en"
COLONIE POLICE DEPARTMENT,COLONIE POLICE DEPARTMENT COURT RM # 1,312 WOLF ROAD,LATHAM,NY,12110,"http://maps.google.com/maps?q=312 WOLF ROAD,+LATHAM,+NY+12110&hl=en"
COLUMBIA COUNTY SHERIFF'S OFFICE,COLUMBIA COUNTY SHERIFF'S OFFICE,85 INDUSTRIAL TRACT,HUDSON,NY,12534,"http://maps.google.com/maps?q=85 INDUSTRIAL TRACT,+HUDSON,+NY+12534&hl=en"
COLUMBIA COUNTY SHERIFF'S OFFICE,HILLSDALE SUB STATION,2684 STATE ROUTE 23,HILLSDALE,NY,12529,"http://maps.google.com/maps?q=2684 STATE ROUTE 23,+HILLSDALE,+NY+12529&hl=en"
CONNECTICUT STATE POLICE-TROOP G,TROOP G BARRACKS,149 PROSPECT ST,BRIDGEPORT,CT,06604,"http://maps.google.com/maps?q=149 PROSPECT ST,+BRIDGEPORT,+CT+06604&hl=en"
COXSACKIE POLICE DEPARTMENT,COXSACKIE POLICE DEPARTMENT,119 MANSION STREET,COXSACKIE,NY,12051,"http://maps.google.com/maps?q=119 MANSION STREET,+COXSACKIE,+NY+12051&hl=en"
CRESSKILL POLICE DEPARTMENT,CRESSKILL POLICE DEPARTMENT,67 UNION AVENUE,CRESSKILL,NJ,07626,"http://maps.google.com/maps?q=67 UNION AVENUE,+CRESSKILL,+NJ+07626&hl=en"
CROTON ON HUDSON POLICE,CROTON COMMONS SHOPPING PLAZA,177 SOUTH RIVERSIDE AVENUE,CROTON ON HUDSON,NY,10520,"http://maps.google.com/maps?q=177 SOUTH RIVERSIDE AVENUE,+CROTON ON HUDSON,+NY+10520&hl=en"
CT STATE POLICE TROOP C,CT STATE POLICE TROOP C,1320 TOLLAND STAGE RD.,TOLLAND,CT,06084,"http://maps.google.com/maps?q=1320 TOLLAND STAGE RD.,+TOLLAND,+CT+06084&hl=en"
CUMMINGTON POLICE DEPARTMENT,CUMMINGTON POLICE DEPARTMENT CUMMINGTON PUBLIC SAFETY COMPLEX,8 FAIRGROUNDS ROAD,CUMMINGTON,MA,01026,"http://maps.google.com/maps?q=8 FAIRGROUNDS ROAD,+CUMMINGTON,+MA+01026&hl=en"
DANBURY POLICE DEPARTMENT,DANBURY POLICE DEPARTMENT,375 MAIN STREET,DANBURY,CT,06810,"http://maps.google.com/maps?q=375 MAIN STREET,+DANBURY,+CT+06810&hl=en"
DEA NEW YORK DIVISION,DEPARTMENT OF FAMILY SERVICES ROBERT TRAVIS BLDG SUSAN CLARK,16 COMMUNITY LANE,LIBERTY,NY,12754,"http://maps.google.com/maps?q=16 COMMUNITY LANE,+LIBERTY,+NY+12754&hl=en"
DEA NEW YORK DIVISION,FALLSBURG POLICE STATION ALETA M. GOMEZ 845.794.8080 X170,19 RAILROAD PLAZA,SOUTH FALLSBURG,NY,12779,"http://maps.google.com/maps?q=19 RAILROAD PLAZA,+SOUTH FALLSBURG,+NY+12779&hl=en"
DEA NEW YORK DIVISION,GROVER HERMANN HOSPITAL,8881 NY RTE 97,CALLICOON,NY,12723,"http://maps.google.com/maps?q=8881 NY RTE 97,+CALLICOON,+NY+12723&hl=en"
DEA NEW YORK DIVISION,LIBERTY POLICE DEPARTMENT ALETA M. GOMEZ 845.794.8080 X170,159 NORTH MAIN STREET,LIBERTY,NY,12754,"http://maps.google.com/maps?q=159 NORTH MAIN STREET,+LIBERTY,+NY+12754&hl=en"
