Participant,CollectionSite,Address,City,State,Zip,MapURL
10TH JUDICIAL DISTRICT DRUG TASK FORCE,MCGEHEE POLICE DEPARTMENT,2412 HIGHWAY 65,MC GEHEE,AR,71654,"http://maps.google.com/maps?q=2412 HIGHWAY 65,+MC GEHEE,+AR+71654&hl=en"
13TH JUDICIAL DTF,ELDORADO POLICE DEPARTMENT,402 NORTH WEST AVE,EL DORADO,AR,71730,"http://maps.google.com/maps?q=402 NORTH WEST AVE,+EL DORADO,+AR+71730&hl=en"
2D SECURITY FORCES SQUADRON,BARKSDALE AIR FORCE BASE EXCHANGE,4771 CURTISS RD,BARKSDALE AFB,LA,71110,"http://maps.google.com/maps?q=4771 CURTISS RD,+BARKSDALE AFB,+LA+71110&hl=en"
ALEXANDER POLICE DEPARTMENT,ALEXANDRIA POLICE DEPARTMENT,1000 BOLTON,ALEXANDRIA,LA,71301,"http://maps.google.com/maps?q=1000 BOLTON,+ALEXANDRIA,+LA+71301&hl=en"
ALEXANDRIA POLICE DEPARTMENT,ALEXANDRIA POLICE DEPARTMENT,1000 BOLTON AVE,ALEXANDRIA,LA,71302,"http://maps.google.com/maps?q=1000 BOLTON AVE,+ALEXANDRIA,+LA+71302&hl=en"
ARKADELPHIA POLICE DEPARTMENT,CLARK COUNTY COURTHOUSE,401 CLAY STREET,ARKADELPHIA,AR,71923,"http://maps.google.com/maps?q=401 CLAY STREET,+ARKADELPHIA,+AR+71923&hl=en"
BATESVILLE POLICE DEPARTMENT,KROGER,110 KEATING RD,BATESVILLE,MS,38606,"http://maps.google.com/maps?q=110 KEATING RD,+BATESVILLE,+MS+38606&hl=en"
BEAUREGARD PARISH SHERIFF'S DEPARTMENT,BEAUREGARD PARISH SHERIFF'S DEPARTMENT,412 BOLIVAR BISHOP DRIVE,DERIDDER,LA,70634,"http://maps.google.com/maps?q=412 BOLIVAR BISHOP DRIVE,+DERIDDER,+LA+70634&hl=en"
BI-STATE NARCOTICS TASK FORCE,TEXARKANA EMERGENCY CENTER,4646 COWHORN CREEK,TEXARKANA,TX,75503,"http://maps.google.com/maps?q=4646 COWHORN CREEK,+TEXARKANA,+TX+75503&hl=en"
BRANDON POLICE DEPARTMENT,BRANDON POLICE DEPARTMENT,1455 WEST GOVERNMENT STREET,BRANDON,MS,39042,"http://maps.google.com/maps?q=1455 WEST GOVERNMENT STREET,+BRANDON,+MS+39042&hl=en"
CADDO PARISH SHERIFF'S OFFICE,SHERIFF'S SAFETY TOWN,8910 JEWELLA AVENUE,SHREVEPORT,LA,71118,"http://maps.google.com/maps?q=8910 JEWELLA AVENUE,+SHREVEPORT,+LA+71118&hl=en"
CALHOUN COUNTY SHERIFF'S DEPARTMENT,CALHOUN COUNTY DETENTION CENTER PERMANENT DROP BOX,449 9TH ST,HAMPTON,AR,71744,"http://maps.google.com/maps?q=449 9TH ST,+HAMPTON,+AR+71744&hl=en"
CENTRAL POLICE DEPARTMENT,CENTRAL POLICE DEPARTMENT,13505 HOOPER RD,BATON ROUGE,LA,70818,"http://maps.google.com/maps?q=13505 HOOPER RD,+BATON ROUGE,+LA+70818&hl=en"
CHICOT COUNTY SHERIFF'S OFFICE,CHICOT COUNTY SHERIFF'S OFFICE,513 MAIN STREET,LAKE VILLAGE,AR,71653,"http://maps.google.com/maps?q=513 MAIN STREET,+LAKE VILLAGE,+AR+71653&hl=en"
CLAIBORNE PARISH S.O.,COURT HOUSE SQUARE,WEST MAIN STREET,HOMER,LA,71040,"http://maps.google.com/maps?q=WEST MAIN STREET,+HOMER,+LA+71040&hl=en"
CLEVELAND COUNTY SHERIFF'S DEPARTMENT,CLEVELAND COUNTY SHERIFF'S DEPARTMENT,20 MAGNOLIA STREET,RISON,AR,71665,"http://maps.google.com/maps?q=20 MAGNOLIA STREET,+RISON,+AR+71665&hl=en"
CLEVELAND POLICE DEPARTMENT,CLEVELAND POLICE DEPARTMENT,301 S. SHARPE AVENUE,CLEVELAND,MS,38732,"http://maps.google.com/maps?q=301 S. SHARPE AVENUE,+CLEVELAND,+MS+38732&hl=en"
CLINTON POLICE DEPARTMENT,CLINTON TOWN HALL,11209 BANK STREET,CLINTON,LA,70722,"http://maps.google.com/maps?q=11209 BANK STREET,+CLINTON,+LA+70722&hl=en"
CLINTON POLICE DEPARTMENT,KROGER PARKING LOT,107 HIGHWAY 80 E.,CLINTON,MS,39056,"http://maps.google.com/maps?q=107 HIGHWAY 80 E.,+CLINTON,+MS+39056&hl=en"
DAINGERFIELD PD,DAINGERFIELD/LONE STAR ISD HS PARKINGLOT,200 TIGER DR,DAINGERFIELD,TX,75638,"http://maps.google.com/maps?q=200 TIGER DR,+DAINGERFIELD,+TX+75638&hl=en"
DE QUEEN POLICE DEPARTMENT,WAL-MART PARKING LOT,926 EAST COLLIN RAYE DRIVE,DE QUEEN,AR,71832,"http://maps.google.com/maps?q=926 EAST COLLIN RAYE DRIVE,+DE QUEEN,+AR+71832&hl=en"
DE WITT POLICE DEPARTMENT,DE WITT POLICE DEPARTMENT PERMANENT DROP BOX,120 COURT SQUARE,DE WITT,AR,72042,"http://maps.google.com/maps?q=120 COURT SQUARE,+DE WITT,+AR+72042&hl=en"
DEA-JACKSON DISTRICT OFFICE,"OUTLETS OF MISSISSIPPI COLLECTING IN FRONT OF ""ADIDAS""",200 BASS PRO DRIVE,PEARL,MS,39208,"http://maps.google.com/maps?q=200 BASS PRO DRIVE,+PEARL,+MS+39208&hl=en"
DELHI POLICE DEPARTMENT,DELHI POLICE DEPARTMENT,304 TENNESSEE STREET,DELHI,LA,71232,"http://maps.google.com/maps?q=304 TENNESSEE STREET,+DELHI,+LA+71232&hl=en"
DERIDDER POLICE DEPARTMENT,DERIDDER PD,200 SOUTH JEFFERSON STREET,DERIDDER,LA,70634,"http://maps.google.com/maps?q=200 SOUTH JEFFERSON STREET,+DERIDDER,+LA+70634&hl=en"
