Participant,CollectionSite,Address,City,State,Zip,MapURL
ASOTIN COUNTY SHERIFF'S OFFICE,ASOTIN COUNTY FIRE DEPARTMENT,2314 APPLESIDE BLVD,CLARKSTON,WA,99403,"http://maps.google.com/maps?q=2314 APPLESIDE BLVD,+CLARKSTON,+WA+99403&hl=en"
COLFAX POLICE DEPARTMENT,CITY HALL,400 N MILL STREET,COLFAX,WA,99111,"http://maps.google.com/maps?q=400 N MILL STREET,+COLFAX,+WA+99111&hl=en"
COLLEGE PLACE POLICE DEPARTMENT,"WALMART *COLLECTION ON SUN, OCTOBER 28 ONLY*",1700 SE MEADOWBROOK BLVD,COLLEGE PLACE,WA,99324,"http://maps.google.com/maps?q=1700 SE MEADOWBROOK BLVD,+COLLEGE PLACE,+WA+99324&hl=en"
CONNELL POLICE DEPARTMENT,CONNELL CITY HALL AVAILABLE M-F 9AM TO 5 PM,104 E ADAMS STREET,CONNELL,WA,99326,"http://maps.google.com/maps?q=104 E ADAMS STREET,+CONNELL,+WA+99326&hl=en"
FERRY COUNTY CORRECTIONS,FERRY COUNTY CORRECTIONS,165 N JEFFERSON STREET,REPUBLIC,WA,99166,"http://maps.google.com/maps?q=165 N JEFFERSON STREET,+REPUBLIC,+WA+99166&hl=en"
GARFIELD CO SHERRIFFS OFFICE,GARFIELD CO SHERRIFFS OFFICE,789 MAIN STREET,POMEROY,WA,99347,"http://maps.google.com/maps?q=789 MAIN STREET,+POMEROY,+WA+99347&hl=en"
GRANGEVILLE PD,CITY COUNCIL CHAMBERS,225 WEST NORTH STREET,GRANGEVILLE,ID,83530,"http://maps.google.com/maps?q=225 WEST NORTH STREET,+GRANGEVILLE,+ID+83530&hl=en"
KENNEWICK POLICE DEPARTMENT,KENNEWICK POLICE DEPARTMENT,211 WEST 6TH AVENUE,KENNEWICK,WA,99336,"http://maps.google.com/maps?q=211 WEST 6TH AVENUE,+KENNEWICK,+WA+99336&hl=en"
KOOTENAI COUNTY SHERIFF'S OFFICE,EASTSIDE FIRE DEPARTMENT,20338 S. HIGHWAY 97,HARRISON,ID,83833,"http://maps.google.com/maps?q=20338 S. HIGHWAY 97,+HARRISON,+ID+83833&hl=en"
KOOTENAI COUNTY SHERIFF'S OFFICE,KOOTENAI COUNTY FIRE RESCUE,404 N. IDAHO ST,POST FALLS,ID,83854,"http://maps.google.com/maps?q=404 N. IDAHO ST,+POST FALLS,+ID+83854&hl=en"
KOOTENAI COUNTY SHERIFF'S OFFICE,NORTHERN LAKES FIRE DEPARTMENT,125 W. HAYDEN AVE,HAYDEN,ID,83835,"http://maps.google.com/maps?q=125 W. HAYDEN AVE,+HAYDEN,+ID+83835&hl=en"
KOOTENAI COUNTY SHERIFF'S OFFICE,TIMBERLAKE FIRE DEPARTMENT,5985 E. HIGHWAY 54,ATHOL,ID,83801,"http://maps.google.com/maps?q=5985 E. HIGHWAY 54,+ATHOL,+ID+83801&hl=en"
KOOTENAI COUNTY SHERIFF'S OFFICE,WORLEY FIRE DEPARTMENT,29803 S. 3RD ST,WORLEY,ID,83876,"http://maps.google.com/maps?q=29803 S. 3RD ST,+WORLEY,+ID+83876&hl=en"
LA GRANDE PD,SAFEWAY PARKING LOT,2111 ADAMS AVE,LA GRANDE,OR,97850,"http://maps.google.com/maps?q=2111 ADAMS AVE,+LA GRANDE,+OR+97850&hl=en"
LATAH COUNTY SHERIFF'S OFFICE,CITY PARK,MAIN ST. & 6TH ST.,KENDRICK,ID,83537,"http://maps.google.com/maps?q=MAIN ST. & 6TH ST.,+KENDRICK,+ID+83537&hl=en"
LATAH COUNTY SHERIFF'S OFFICE,GENESEE FOOD CENTER PARKING LOT,216 WEST CHESTNUT ST,GENESEE,ID,83832,"http://maps.google.com/maps?q=216 WEST CHESTNUT ST,+GENESEE,+ID+83832&hl=en"
LATAH COUNTY SHERIFF'S OFFICE,HARVEST FOOD PARKING LOG,150 6TH ST.,POTLATCH,ID,83855,"http://maps.google.com/maps?q=150 6TH ST.,+POTLATCH,+ID+83855&hl=en"
LATAH COUNTY SHERIFF'S OFFICE,SUNSET MART,105 HIGHWAY 8,TROY,ID,83871,"http://maps.google.com/maps?q=105 HIGHWAY 8,+TROY,+ID+83871&hl=en"
LEWISTON POLICE DEPARTMENT,LEWISTON POLICE DEPT,1224 F ST,LEWISTON,ID,83501,"http://maps.google.com/maps?q=1224 F ST,+LEWISTON,+ID+83501&hl=en"
LINCOLN COUNTY SHERIFF'S OFFICE,LINCOLN COUNTY SHERIFF'S OFFICE,512 CALIFORNIA AVE,LIBBY,MT,59923,"http://maps.google.com/maps?q=512 CALIFORNIA AVE,+LIBBY,+MT+59923&hl=en"
MATTAWA POLICE DEPARTMENT,MATTAWA POLICE DEPARTMENT,521 GOVERNMENT ROAD,MATTAWA,WA,99349,"http://maps.google.com/maps?q=521 GOVERNMENT ROAD,+MATTAWA,+WA+99349&hl=en"
MILTON-FREEWATER POLICE DEPARTMENT,MILTON-FREEWATER POLICE DEPARTMENT,722 S. MAIN ST.,MILTON FREEWATER,OR,97862,"http://maps.google.com/maps?q=722 S. MAIN ST.,+MILTON FREEWATER,+OR+97862&hl=en"
ODESSA POLICE DEPARTMENT,ODESSA POLICE DEPARTMENT PLEASE CALL 509-725-3501 AT STATION FOR HELP,105 E FIRST AVENUE,ODESSA,WA,99159,"http://maps.google.com/maps?q=105 E FIRST AVENUE,+ODESSA,+WA+99159&hl=en"
OROVILLE POLICE DEPARTMENT/CARES,OROVILLE POLICE DEPARTMENT,1105 MAIN STREET,OROVILLE,WA,98844,"http://maps.google.com/maps?q=1105 MAIN STREET,+OROVILLE,+WA+98844&hl=en"
OTHELLO POLICE DEPARTMENT,OTHELLO POLICE DEPARTMENT,500 E MAIN STREET,OTHELLO,WA,99344,"http://maps.google.com/maps?q=500 E MAIN STREET,+OTHELLO,+WA+99344&hl=en"
PASCO POLICE DEPARTMENT,WALMART,4820 N ROAD 68,PASCO,WA,99301,"http://maps.google.com/maps?q=4820 N ROAD 68,+PASCO,+WA+99301&hl=en"
PEND OREILLE COUNTY SHERIFF'S OFFICE,PEND OREILLE COUNTY SHERIFF,331 S GARDEN AVENUE,NEWPORT,WA,99156,"http://maps.google.com/maps?q=331 S GARDEN AVENUE,+NEWPORT,+WA+99156&hl=en"
POST FALLS POLICE DEPARTMENT,POST FALLS POLICE DEPARTMENT,1717 E POLSTON AVE.,POST FALLS,ID,83854,"http://maps.google.com/maps?q=1717 E POLSTON AVE.,+POST FALLS,+ID+83854&hl=en"
PULLMAN POLICE DEPARTMENT,PULLMAN POLICE DEPARTMENT LOBBY,260 SE KAMIAKEN STREET,PULLMAN,WA,99163,"http://maps.google.com/maps?q=260 SE KAMIAKEN STREET,+PULLMAN,+WA+99163&hl=en"
SANDPOINT POLICE DEPARTMENT,SANDPOINT POLICE DEPARTMENT,1123 LAKE STREET SANDPOINT,SANDPOINT,ID,83864,"http://maps.google.com/maps?q=1123 LAKE STREET SANDPOINT,+SANDPOINT,+ID+83864&hl=en"
SPOKANE POLICE DEPARTMENT,WEST CENTRAL COMMUNITY CENTER,1603 NORTH BELT STREET,SPOKANE,WA,99205,"http://maps.google.com/maps?q=1603 NORTH BELT STREET,+SPOKANE,+WA+99205&hl=en"
SPOKANE VALLEY POLICE PRECINCT,CHAS HEALTH,15812 E INDIANA AVENUE,SPOKANE,WA,99216,"http://maps.google.com/maps?q=15812 E INDIANA AVENUE,+SPOKANE,+WA+99216&hl=en"
STANFIELD POLICE DEPARTMENT,STANFIELD POLICE DEPARTMENT,105 W. WOOD AVE,STANFIELD,OR,97875,"http://maps.google.com/maps?q=105 W. WOOD AVE,+STANFIELD,+OR+97875&hl=en"
WALLA WALLA COUNTY SHERIFF,WAITSBURG FIRE STATION,234 MAIN ST,WAITSBURG,WA,99361,"http://maps.google.com/maps?q=234 MAIN ST,+WAITSBURG,+WA+99361&hl=en"
WALLA WALLA POLICE DEPARTMENT,WALLA WALLA POLICE DEPARTMENT,54 EAST MOORE STREET,WALLA WALLA,WA,99362,"http://maps.google.com/maps?q=54 EAST MOORE STREET,+WALLA WALLA,+WA+99362&hl=en"
WALLOWA COUNTY SHERIFF'S OFFICE,WALLOWA COUNTY JUSTICE CENTER,104 W. GREENWOOD ST,ENTERPRISE,OR,97828,"http://maps.google.com/maps?q=104 W. GREENWOOD ST,+ENTERPRISE,+OR+97828&hl=en"
WAPATO POLICE DEPARTMENT,WAPATO POLICE DEPARTMENT,205 SOUTH SIMCOE,WAPATO,WA,98951,"http://maps.google.com/maps?q=205 SOUTH SIMCOE,+WAPATO,+WA+98951&hl=en"
WEST RICHLAND POLICE DEPARTMENT,WEST RICHLAND POLICE DEPARTMENT,3805 WEST VAN GIESEN,WEST RICHLAND,WA,99353,"http://maps.google.com/maps?q=3805 WEST VAN GIESEN,+WEST RICHLAND,+WA+99353&hl=en"
YAKIMA COUNTY CRIME STOPPERS,SOLARITY CREDIT UNION,115 N 5TH AVE.,YAKIMA,WA,98902,"http://maps.google.com/maps?q=115 N 5TH AVE.,+YAKIMA,+WA+98902&hl=en"
