Participant,CollectionSite,Address,City,State,Zip,MapURL
ALTAMONTE SPRINGS POLICE DEPARTMENT,ALTAMONTE SPRINGS POLICE DEPARTMENT,451 EAST ALTAMONTE DRIVE,ALTAMONTE SPRINGS,FL,32701,"http://maps.google.com/maps?q=451 EAST ALTAMONTE DRIVE,+ALTAMONTE SPRINGS,+FL+32701&hl=en"
BAKER COUNTY SHERIFFS OFFICRE,CVS PHARMACY,121 WEST MACCLENNY AVENUE,MACCLENNY,FL,32063,"http://maps.google.com/maps?q=121 WEST MACCLENNY AVENUE,+MACCLENNY,+FL+32063&hl=en"
CALHOUN CO SHERIFF'S OFFICE,CALHOUN COUNTY SHERIFF'S OFFICE,20838 NE WC REEDER DRIVE,BLOUNTSTOWN,FL,32424,"http://maps.google.com/maps?q=20838 NE WC REEDER DRIVE,+BLOUNTSTOWN,+FL+32424&hl=en"
CASSELBERRY POLICE DEPARTMENT,CASSELBERRY POLICE DEPARTMENT 407-262-7616 X 1054,4195 S. US HWY 17-92,CASSELBERRY,FL,32707,"http://maps.google.com/maps?q=4195 S. US HWY 17-92,+CASSELBERRY,+FL+32707&hl=en"
CEDAR KEY POLICE DEPARTMENT,CEDAR KEY POLICE DEPARTMENT,490 2ND STREETPO BOX 339,CEDAR KEY,FL,32625,"http://maps.google.com/maps?q=490 2ND STREET,+CEDAR KEY,+FL+32625&hl=en"
CHARLTON COUNTY SHERIFF'S OFFICE,SOUTH EASTERN BANK,4233 2ND STREET,FOLKSTON,GA,31537,"http://maps.google.com/maps?q=4233 2ND STREET,+FOLKSTON,+GA+31537&hl=en"
CITY OF DELAND POLICE DEPARTMENT,DELAND POLICE DEPARTMENT,219 W. HOWRY AVE.,DELAND,FL,32720,"http://maps.google.com/maps?q=219 W. HOWRY AVE.,+DELAND,+FL+32720&hl=en"
CITY OF ORMOND BEACH PD,CITY OF ORMOND BEACH PD,170 WEST GRANADA BLVD,ORMOND BEACH,FL,32174,"http://maps.google.com/maps?q=170 WEST GRANADA BLVD,+ORMOND BEACH,+FL+32174&hl=en"
CLERMONT POLICE DEPARTMENT,WALMART,1450 JOHNS LAKE RD,CLERMONT,FL,34711,"http://maps.google.com/maps?q=1450 JOHNS LAKE RD,+CLERMONT,+FL+34711&hl=en"
COLUMBIA COUNTY SHERIFF'S OFFICE,CHEEK AND SCOTT PHARMACY,161 SW STONEGATE TER SUITE 105,LAKE CITY,FL,32024,"http://maps.google.com/maps?q=161 SW STONEGATE TER SUITE 105,+LAKE CITY,+FL+32024&hl=en"
CRESTVIEW POLICE DEPARTMENT,WALGREEN'S,2350 S. FERDON BLVD.,CRESTVIEW,FL,32536,"http://maps.google.com/maps?q=2350 S. FERDON BLVD.,+CRESTVIEW,+FL+32536&hl=en"
CRISP COUNTY SHERIFF¿S OFFICE,CRISP COUNTY SHERIFF¿S OFFICE,196 HWY. 300 SOUTH,CORDELE,GA,31015,"http://maps.google.com/maps?q=196 HWY. 300 SOUTH,+CORDELE,+GA+31015&hl=en"
DAYTONA BEACH SHORES DEPARTMENT OF PUBLIC SAFETY,DAYTONA BEACH SHORES DEPARTMENT OF PUBLIC SAFETY,3050 S ATLANTIC AVE,DAYTONA BEACH SHORES,FL,32118,"http://maps.google.com/maps?q=3050 S ATLANTIC AVE,+DAYTONA BEACH SHORES,+FL+32118&hl=en"
DOTHAN POLICE DEPARTMENT,DOTHAN HOUSTON COUNTY LIBRARY,445 NORTH OATES STREET,DOTHAN,AL,36303,"http://maps.google.com/maps?q=445 NORTH OATES STREET,+DOTHAN,+AL+36303&hl=en"
DRUG ENFORCEMENT ADMINISTRATION,ORANGE PARK MALL SEARS PARKING LOT (ON BLANDING BLVD),1910 WELLS ROAD,ORANGE PARK,FL,32073,"http://maps.google.com/maps?q=1910 WELLS ROAD,+ORANGE PARK,+FL+32073&hl=en"
DUNNELLON POLICE DEPARTMENT,DUNNELLON POLICE DEPARTMENT LOBBY,12014 S WILLIAMS ST,DUNNELLON,FL,34432,"http://maps.google.com/maps?q=12014 S WILLIAMS ST,+DUNNELLON,+FL+34432&hl=en"
EDGEWATER POLICE DEPARTMENT,EDGEWATER POLICE DEPARTMENT,135 E. PARK AVE.,EDGEWATER,FL,32132,"http://maps.google.com/maps?q=135 E. PARK AVE.,+EDGEWATER,+FL+32132&hl=en"
ELBERTA POLICE DEPARTMENT,ELBERTA POLICE DEPARTMENT,13062 MAIN STREET,ELBERTA,AL,36530,"http://maps.google.com/maps?q=13062 MAIN STREET,+ELBERTA,+AL+36530&hl=en"
ESCAMBIA COUNTY SHERIFF OFFICE,WALGREENS,1841 E OLIVE RD,PENSACOLA,FL,32514,"http://maps.google.com/maps?q=1841 E OLIVE RD,+PENSACOLA,+FL+32514&hl=en"
ESCAMBIA COUNTY SHERIFF OFFICE,WALGREENS,4497 MOBILE HWY,PENSACOLA,FL,32505,"http://maps.google.com/maps?q=4497 MOBILE HWY,+PENSACOLA,+FL+32505&hl=en"
ESCAMBIA COUNTY SHERIFF OFFICE,WALGREENS,5995 W MOBILE HWY,PENSACOLA,FL,32526,"http://maps.google.com/maps?q=5995 W MOBILE HWY,+PENSACOLA,+FL+32526&hl=en"
ESCAMBIA COUNTY SHERIFF OFFICE,WALGREENS,6314 NORTH 9TH AVE,PENSACOLA,FL,32504,"http://maps.google.com/maps?q=6314 NORTH 9TH AVE,+PENSACOLA,+FL+32504&hl=en"
ESCAMBIA COUNTY SHERIFF OFFICE,WALGREENS,700 NORTH PACE BLVD,PENSACOLA,FL,32505,"http://maps.google.com/maps?q=700 NORTH PACE BLVD,+PENSACOLA,+FL+32505&hl=en"
ESCAMBIA COUNTY SHERIFF OFFICE,WALGREENS,85 BEVERLY PARKWAY,PENSACOLA,FL,32505,"http://maps.google.com/maps?q=85 BEVERLY PARKWAY,+PENSACOLA,+FL+32505&hl=en"
EXPERIENCE WORKS RSVP/ALACHUA SHERIFF'S OFFICE,SENIOR RECREATION CENTER,5701 NW 34TH BLVD,GAINESVILLE,FL,32653,"http://maps.google.com/maps?q=5701 NW 34TH BLVD,+GAINESVILLE,+FL+32653&hl=en"
FERNANDINA BEACH POLICE DEPARTMENT,FERNANDINA BEACH POLICE DEPARTMENT FRONT LOBBY,1525 LIME STREET,FERNANDINA BEACH,FL,32034,"http://maps.google.com/maps?q=1525 LIME STREET,+FERNANDINA BEACH,+FL+32034&hl=en"
FLAGLER CO. SHERIFF'S OFFICE,FLAGLER COUNTY SHERIFFS OFFICE DISTRICT 2 OFFICE,160 CYPRESS POINT PKWY SUITE 107,PALM COAST,FL,32137,"http://maps.google.com/maps?q=160 CYPRESS POINT PKWY SUITE 107,+PALM COAST,+FL+32137&hl=en"
FLAGLER CO. SHERIFF'S OFFICE,PUBLIX,250 PALM COAST PKWY NE UNIT 1000,PALM COAST,FL,32137,"http://maps.google.com/maps?q=250 PALM COAST PKWY NE  UNIT 1000,+PALM COAST,+FL+32137&hl=en"
FLAGLER CO. SHERIFF'S OFFICE,PUBLIX,4950 BELLE TERRE PKWY,PALM COAST,FL,32137,"http://maps.google.com/maps?q=4950 BELLE TERRE PKWY,+PALM COAST,+FL+32137&hl=en"
FLAGLER CO. SHERIFF'S OFFICE,PUBLIX,800 BELLE TERRE PKWY,PALM COAST,FL,32164,"http://maps.google.com/maps?q=800 BELLE TERRE PKWY,+PALM COAST,+FL+32164&hl=en"
FLORIDA NATIONAL GUARD,HAMILTON SHERIFF'S OFFICE CHEEK AND SCOTT PHARMACY (JASPER),1150 US HWY 41 NWSUITE13,JASPER,FL,32052,"http://maps.google.com/maps?q=1150 US HWY 41 NW,+JASPER,+FL+32052&hl=en"
FLORIDA NATIONAL GUARD,SAINT JOHNS SHERIFF'S OFC/ANCIENT CITY KIDS DAY FRANCIS FIELD (11 AM - 3 PM),25 WEST CASTILLO DRIVE,SAINT AUGUSTINE,FL,32084,"http://maps.google.com/maps?q=25 WEST CASTILLO DRIVE,+SAINT AUGUSTINE,+FL+32084&hl=en"
