Business Name,Address 1,Address 2,"City, State Zip",Map URL
ADIRONDACK APOTHECARY LLC,4315 MAIN ST,"PORT HENRY, NY 12974",http://maps.google.com/maps?q=ADIRONDACK%20APOTHECARY%20LLC%2C4315%20MAIN%20ST%2C+PORT%20HENRY%2C+NY+12974,
ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,C/O PHARMACY,"SARANAC LAKE, NY 12983",http://maps.google.com/maps?q=ADIRONDACK%20MEDICAL%20CENTER%2C2233%20STATE%20ROUTE%2086%2C+SARANAC%20LAKE%2C+NY+12983
ALICE HYDE MEDICAL CENTER,133 PARK STREET,"MALONE, NY 12953",http://maps.google.com/maps?q=ALICE%20HYDE%20MEDICAL%20CENTER%2C133%20PARK%20STREET%2C+MALONE%2C+NY+12953,
BARRE PHARMACY LLC,20 SOUTH MAIN STREET SUITE 1,"BARRE, VT 05641",http://maps.google.com/maps?q=BARRE%20PHARMACY%20LLC%2C20%20SOUTH%20MAIN%20STREET%20SUITE%201%2C+BARRE%2C+VT+05641,
BAYSTATE MEDICAL CENTER INC,759 CHESTNUT ST,"SPRINGFIELD, MA 01199",http://maps.google.com/maps?q=BAYSTATE%20MEDICAL%20CENTER%20INC%2C759%20CHESTNUT%20ST%2C+SPRINGFIELD%2C+MA+01199,
BETH ISRAEL DEACONESS / NEEDHAM,148 CHESTNUT STREET,"NEEDHAM, MA 02492",http://maps.google.com/maps?q=BETH%20ISRAEL%20DEACONESS%20%20NEEDHAM%2C148%20CHESTNUT%20STREET%2C+NEEDHAM%2C+MA+02492,
"BETH ISRAEL DEACONESS HOSPITAL-PLYMOUTH, INC.",275 SANDWICH STREET,"PLYMOUTH, MA 02360",http://maps.google.com/maps?q=BETH%20ISRAEL%20DEACONESS%20HOSPITALPLYMOUTH%20INC%2C275%20SANDWICH%20STREET%2C+PLYMOUTH%2C+MA+02360,
BEVERLY HOSPITAL,C/O PHARMACY DEPT,85 HERRICK ST,"BEVERLY, MA 01915",http://maps.google.com/maps?q=BEVERLY%20HOSPITAL%2CC/O%20PHARMACY%20DEPT%2C+BEVERLY%2C+MA+01915
BIDMC PHARMACY,364 BROOKLINE AVE,"BOSTON, MA 02215",http://maps.google.com/maps?q=BIDMC%20PHARMACY%2C364%20BROOKLINE%20AVE%2C+BOSTON%2C+MA+02215,
BOSTON MEDICAL CENTER,MENINO CAMPUS,840 HARRISON AVE,"BOSTON, MA 02118",http://maps.google.com/maps?q=BOSTON%20MEDICAL%20CENTER%2CMENINO%20CAMPUS%2C+BOSTON%2C+MA+02118
BOSTON MEDICAL CENTER PHARMACY AT SHAPIRO,725 ALBANY ST,PHARMACY,"BOSTON, MA 02118",http://maps.google.com/maps?q=BOSTON%20MEDICAL%20CENTER%20PHARMACY%20AT%20SHAPIRO%2C725%20ALBANY%20ST%2C+BOSTON%2C+MA+02118
BRATTLEBORO MEMORIAL HOSP,PHARMACY DEPT.,17 BELMONT AVE.,"BRATTLEBORO, VT 05301",http://maps.google.com/maps?q=BRATTLEBORO%20MEMORIAL%20HOSP%2CPHARMACY%20DEPT.%2C+BRATTLEBORO%2C+VT+05301
BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,DEPT OF PHARMACY TWR L2-504,"BOSTON, MA 02115",http://maps.google.com/maps?q=BRIGHAM%20AND%20WOMENS%20HOSPITAL%2C75%20FRANCIS%20STREET%2C+BOSTON%2C+MA+02115
BRIGHAM AND WOMEN'S HOSPITAL,850 BOYLSTON STREET,"DELIVER TO PHARMACY DEPT, 75 F","CHESTNUT HILL, MA 02467",http://maps.google.com/maps?q=BRIGHAM%20AND%20WOMENS%20HOSPITAL%2C850%20BOYLSTON%20STREET%2C+CHESTNUT%20HILL%2C+MA+02467
"CARING HEALTH CENTER, INC.",1049 MAIN STREET,"SPRINGFIELD, MA 01103",http://maps.google.com/maps?q=CARING%20HEALTH%20CENTER%20INC%2C1049%20MAIN%20STREET%2C+SPRINGFIELD%2C+MA+01103,
CATHOLIC MEDICAL CENTER HOSP,100 MCGREGOR STREET,"MANCHESTER, NH 03102",http://maps.google.com/maps?q=CATHOLIC%20MEDICAL%20CENTER%20HOSP%2C100%20MCGREGOR%20STREET%2C+MANCHESTER%2C+NH+03102,
"CENTRAL VERMONT MEDICAL CTR INC,",130 FISHER ROAD,PO BOX 547,"BERLIN, VT 05602",http://maps.google.com/maps?q=CENTRAL%20VERMONT%20MEDICAL%20CTR%20INC%2C130%20FISHER%20ROAD%2C+BERLIN%2C+VT+05602
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,C/O PHARMACY,214 CORNELIA STREET,"PLATTSBURGH, NY 12901",http://maps.google.com/maps?q=CHAMPLAIN%20VALLEY%20PHYSICIANS%20HOSPITAL%2CC/O%20PHARMACY%2C+PLATTSBURGH%2C+NY+12901
"CONDO PHARMACY, INC",28 MONTCALM AVE,"PLATTSBURGH, NY 12901",http://maps.google.com/maps?q=CONDO%20PHARMACY%20INC%2C28%20MONTCALM%20AVE%2C+PLATTSBURGH%2C+NY+12901,
COPLEY HOSPITAL,RR 3 BOX 760,528 WASHINGTON HIGHWAY,"MORRISVILLE, VT 05661",http://maps.google.com/maps?q=COPLEY%20HOSPITAL%2CRR%203%20BOX%20760%2C+MORRISVILLE%2C+VT+05661
CORNERSTONE DRUG & GIFT INC,72 CHAMPLAIN STREET,ATTN: SUPERVISING PHARMACIST,"ROUSES POINT, NY 12979",http://maps.google.com/maps?q=CORNERSTONE%20DRUG%20%20GIFT%20INC%2C72%20CHAMPLAIN%20STREET%2C+ROUSES%20POINT%2C+NY+12979
CRESTWOOD HEALTH INC.,26-A PICOTTE DR.,ATTN: SUPERVISING PHARMACIST,"ALBANY, NY 12208",http://maps.google.com/maps?q=CRESTWOOD%20HEALTH%20INC%2C26-A%20PICOTTE%20DR.%2C+ALBANY%2C+NY+12208
CURE-AID PHARMACY INC.,203 ESSEX ST,"LAWRENCE, MA 01840",http://maps.google.com/maps?q=CUREAID%20PHARMACY%20INC%2C203%20ESSEX%20ST%2C+LAWRENCE%2C+MA+01840,
"CVS ALBANY, L.L.C.","2040 WESTERN AVENUE, ROUTE 155","ALBANY, NY 12203",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C2040%20WESTERN%20AVENUE%2C%20ROUTE%20155%2C+ALBANY%2C+NY+12203,
"CVS ALBANY, L.L.C.",260 DELAWARE AVENUE,"DELMAR, NY 12054",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C260%20DELAWARE%20AVENUE%2C+DELMAR%2C+NY+12054,
"CVS ALBANY, L.L.C.",34 CONGRESS ST.,"SARATOGA SPRINGS, NY 12866",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C34%20CONGRESS%20ST.%2C+SARATOGA%20SPRINGS%2C+NY+12866,
"CVS ALBANY, L.L.C.",598 COLUMBIA TURNPIKE,"EAST GREENBUSH, NY 12061",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C598%20COLUMBIA%20TURNPIKE%2C+EAST%20GREENBUSH%2C+NY+12061,
"CVS ALBANY, L.L.C.",839 RTE 146,"CLIFTON PARK, NY 12065",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C839%20RTE%20146%2C+CLIFTON%20PARK%2C+NY+12065,
"CVS MANCHESTER NH, L.L.C.",242 MAIN STREET,"NASHUA, NH 03060",http://maps.google.com/maps?q=CVS%20MANCHESTER%20NH%20LLC%2C242%20MAIN%20STREET%2C+NASHUA%2C+NH+03060,
