Business Name,Address 1,Address 2,"City, State Zip",Map URL
"ACUPHARM, LLC",990 W ATHERTON DR STE 200,"SALT LAKE CITY, UT 84123",http://maps.google.com/maps?q=ACUPHARM%20LLC%2C990%20W%20ATHERTON%20DR%20STE%20200%2C+SALT%20LAKE%20CITY%2C+UT+84123,
"APOTHECARY POINTE PHARMACY, INC",3443 W 5600 S,"ROY, UT 84067",http://maps.google.com/maps?q=APOTHECARY%20POINTE%20PHARMACY%20INC%2C3443%20W%205600%20S%2C+ROY%2C+UT+84067,
BEAR LAKE COMMUNITY HEALTH CENTER PHARMACY,325 WEST LOGAN HIGHWAY,P. O. BOX 328,"GARDEN CITY, UT 84028",http://maps.google.com/maps?q=BEAR%20LAKE%20COMMUNITY%20HEALTH%20CENTER%20PHARMACY%2C325%20WEST%20LOGAN%20HIGHWAY%2C+GARDEN%20CITY%2C+UT+84028
BEAVER DRUG,98 N MAIN ST,PO BOX 1438,"BEAVER, UT 84713",http://maps.google.com/maps?q=BEAVER%20DRUG%2C98%20N%20MAIN%20ST%2C+BEAVER%2C+UT+84713
BLUE MOUNTAIN PHARMACY,802 S 200 W,"BLANDING, UT 84511",http://maps.google.com/maps?q=BLUE%20MOUNTAIN%20PHARMACY%2C802%20S%20200%20W%2C+BLANDING%2C+UT+84511,
BOWMANS MARKET LLC,326 NORTH MAIN,"KAYSVILLE, UT 84037",http://maps.google.com/maps?q=BOWMANS%20MARKET%20LLC%2C326%20NORTH%20MAIN%2C+KAYSVILLE%2C+UT+84037,
BOYDS FAMILY PHARMACY,25 WEST MAIN STREET,P.O. BOX 556,"CASTLE DALE, UT 84513",http://maps.google.com/maps?q=BOYDS%20FAMILY%20PHARMACY%2C25%20WEST%20MAIN%20STREET%2C+CASTLE%20DALE%2C+UT+84513
BRIGHAM COMMUNITY PHARMACY,1017 SOUTH MEDICAL DRIVE,"BRIGHAM CITY, UT 84302",http://maps.google.com/maps?q=BRIGHAM%20COMMUNITY%20PHARMACY%2C1017%20SOUTH%20MEDICAL%20DRIVE%2C+BRIGHAM%20CITY%2C+UT+84302,
CACHE VALLEY COMMUNITY HEALTH CENTER PHARMACY,1515 NORTH 400 EAST,SUITE 104,"NORTH LOGAN, UT 84341",http://maps.google.com/maps?q=CACHE%20VALLEY%20COMMUNITY%20HEALTH%20CENTER%20PHARMACY%2C1515%20NORTH%20400%20EAST%2C+NORTH%20LOGAN%2C+UT+84341
CANYONLANDS COMMUNITY HEALTHCARE,467 VISTA AVE,"PAGE, AZ 86040",http://maps.google.com/maps?q=CANYONLANDS%20COMMUNITY%20HEALTHCARE%2C467%20VISTA%20AVE%2C+PAGE%2C+AZ+86040,
CARBON MEDICAL SERVICE ASSOCIATION,125 S MAIN ST,"HELPER, UT 84526",http://maps.google.com/maps?q=CARBON%20MEDICAL%20SERVICE%20ASSOCIATION%2C125%20S%20MAIN%20ST%2C+HELPER%2C+UT+84526,
CARBON MEDICAL SERVICES ASSN,305 CENTER STREET,PO BOX 930,"EAST CARBON, UT 84520",http://maps.google.com/maps?q=CARBON%20MEDICAL%20SERVICES%20ASSN%2C305%20CENTER%20STREET%2C+EAST%20CARBON%2C+UT+84520
CASTLEVIEW HOSPITAL,317 E 100 N,SUITE 4,"PRICE, UT 84501",http://maps.google.com/maps?q=CASTLEVIEW%20HOSPITAL%2C317%20E%20100%20N%2C+PRICE%2C+UT+84501
CASTLEVIEW HOSPITAL LLC,300 NORTH HOSPITAL DRIVE,ATTN: PHARMACY,"PRICE, UT 84501",http://maps.google.com/maps?q=CASTLEVIEW%20HOSPITAL%20LLC%2C300%20NORTH%20HOSPITAL%20DRIVE%2C+PRICE%2C+UT+84501
CD PHARMACY LLC,ATTN: EDDIE NORRIS,"450 SOUTH 900 EAST, SUITE 150","SALT LAKE CITY, UT 84102",http://maps.google.com/maps?q=CD%20PHARMACY%20LLC%2CATTN%3A%20EDDIE%20NORRIS%2C+SALT%20LAKE%20CITY%2C+UT+84102
COLORADO WEST HEALTHCARE SYSTEM,STE 120,2373 G ROAD,"GRAND JUNCTION, CO 81505",http://maps.google.com/maps?q=COLORADO%20WEST%20HEALTHCARE%20SYSTEM%2CSTE%20120%2C+GRAND%20JUNCTION%2C+CO+81505
EDGEMONT PHARMACY,3661 N CANYON RD,"PROVO, UT 84604",http://maps.google.com/maps?q=EDGEMONT%20PHARMACY%2C3661%20N%20CANYON%20RD%2C+PROVO%2C+UT+84604,
