Business Name,Address 1,Address 2,"City, State Zip",Map URL
"ALABAMA CVS PHARMACY, L.L.C.",14695 HWY 43,"RUSSELLVILLE, AL 35653",http://maps.google.com/maps?q=ALABAMA%20CVS%20PHARMACY%20LLC%2C14695%20HWY%2043%2C+RUSSELLVILLE%2C+AL+35653,
BEEMON DRUGS INC,1220 EAST NORTHSIDE DRIVE,POST OFFICE BOX 14166,"JACKSON, MS 39236",http://maps.google.com/maps?q=BEEMON%20DRUGS%20INC%2C1220%20EAST%20NORTHSIDE%20DRIVE%2C+JACKSON%2C+MS+39236
CHICOT MEMORIAL MEDICAL CENTER,2729 S HIGHWAY 65 82,ATTN: PHARMACY,"LAKE VILLAGE, AR 71653",http://maps.google.com/maps?q=CHICOT%20MEMORIAL%20MEDICAL%20CENTER%2C2729%20S%20HIGHWAY%2065%2082%2C+LAKE%20VILLAGE%2C+AR+71653
CJ SANDLIN LLC,797 MILITARY STREET SOUTH,"HAMILTON, AL 35570",http://maps.google.com/maps?q=CJ%20SANDLIN%20LLC%2C797%20MILITARY%20STREET%20SOUTH%2C+HAMILTON%2C+AL+35570,
"CRESTWYN HEALTH GROUP,LLC",9485 CRESTWYN HILLS CV,D B A CRESTWYN BEHAVIORAL HEALTH,"MEMPHIS, TN 38125",http://maps.google.com/maps?q=CRESTWYN%20HEALTH%20GROUPLLC%2C9485%20CRESTWYN%20HILLS%20CV%2C+MEMPHIS%2C+TN+38125
DEBBIE'S DRUGS,1716 TEMPLE AVE N,"FAYETTE, AL 35555",http://maps.google.com/maps?q=DEBBIES%20DRUGS%2C1716%20TEMPLE%20AVE%20N%2C+FAYETTE%2C+AL+35555,
"DUR HURST CLINICAL SERVICES, LLC",110 KITTRELL ST,"HOHENWALD, TN 38462",http://maps.google.com/maps?q=DUR%20HURST%20CLINICAL%20SERVICES%20LLC%2C110%20KITTRELL%20ST%2C+HOHENWALD%2C+TN+38462,
DUREN CLINICAL SERVICES LLC,215 DEXTER L.  WOODS MEMORIAL BLVD.,PO BOX 736,"WAYNESBORO, TN 38485",http://maps.google.com/maps?q=DUREN%20CLINICAL%20SERVICES%20LLC%2C215%20DEXTER%20L.%20%20WOODS%20MEMORIAL%20BLVD.%2C+WAYNESBORO%2C+TN+38485
LEXINGTON DRUGS LLC,11601 HWY. 101,"LEXINGTON, AL 35648",http://maps.google.com/maps?q=LEXINGTON%20DRUGS%20LLC%2C11601%20HWY.%20101%2C+LEXINGTON%2C+AL+35648,
"MISSISSIPPI CVS PHARMACY, L.L.C.",1209 SUNSET DR.,"GRENADA, MS 38901",http://maps.google.com/maps?q=MISSISSIPPI%20CVS%20PHARMACY%20LLC%2C1209%20SUNSET%20DR.%2C+GRENADA%2C+MS+38901,
"MISSISSIPPI CVS PHARMACY, L.L.C.","135 HIGHWAY15, NORTH","PONTOTOC, MS 38863",http://maps.google.com/maps?q=MISSISSIPPI%20CVS%20PHARMACY%20LLC%2C135%20HIGHWAY15%2C%20NORTH%2C+PONTOTOC%2C+MS+38863,
"MISSISSIPPI CVS PHARMACY, L.L.C.",401 HWY 12 EAST,"STARKVILLE, MS 39759",http://maps.google.com/maps?q=MISSISSIPPI%20CVS%20PHARMACY%20LLC%2C401%20HWY%2012%20EAST%2C+STARKVILLE%2C+MS+39759,
"MISSISSIPPI CVS PHARMACY, L.L.C.",5025 HWY 305,"OLIVE BRANCH, MS 38654",http://maps.google.com/maps?q=MISSISSIPPI%20CVS%20PHARMACY%20LLC%2C5025%20HWY%20305%2C+OLIVE%20BRANCH%2C+MS+38654,
"MISSISSIPPI CVS PHARMACY, L.L.C.",575 CRAFT ST,"HOLLY SPRINGS, MS 38635",http://maps.google.com/maps?q=MISSISSIPPI%20CVS%20PHARMACY%20LLC%2C575%20CRAFT%20ST%2C+HOLLY%20SPRINGS%2C+MS+38635,
MS STATE VETERANS HOME,120 VETERANS BLVD,"OXFORD, MS 38655",http://maps.google.com/maps?q=MS%20STATE%20VETERANS%20HOME%2C120%20VETERANS%20BLVD%2C+OXFORD%2C+MS+38655,
NORTHWOOD/MASSEY DRUGS,1702 N WOOD AVE,"FLORENCE, AL 35630",http://maps.google.com/maps?q=NORTHWOODMASSEY%20DRUGS%2C1702%20N%20WOOD%20AVE%2C+FLORENCE%2C+AL+35630,
"TENNESSEE CVS PHARMACY, L.L.C.",1405 N. HIGHLAND AVENUE,"JACKSON, TN 38301",http://maps.google.com/maps?q=TENNESSEE%20CVS%20PHARMACY%20LLC%2C1405%20N.%20HIGHLAND%20AVENUE%2C+JACKSON%2C+TN+38301,
"TENNESSEE CVS PHARMACY, L.L.C.",2115 UNION AVE.,"MEMPHIS, TN 38104",http://maps.google.com/maps?q=TENNESSEE%20CVS%20PHARMACY%20LLC%2C2115%20UNION%20AVE.%2C+MEMPHIS%2C+TN+38104,
"TENNESSEE CVS PHARMACY, L.L.C.",4155 ELVIS PRESLEY BLVD,"MEMPHIS, TN 38116",http://maps.google.com/maps?q=TENNESSEE%20CVS%20PHARMACY%20LLC%2C4155%20ELVIS%20PRESLEY%20BLVD%2C+MEMPHIS%2C+TN+38116,
"TENNESSEE CVS PHARMACY, L.L.C.",6620 WINCHESTER RD.,"MEMPHIS, TN 38115",http://maps.google.com/maps?q=TENNESSEE%20CVS%20PHARMACY%20LLC%2C6620%20WINCHESTER%20RD.%2C+MEMPHIS%2C+TN+38115,
