Business Name,Address 1,Address 2,"City, State Zip",Map URL
AHF PHARMACY,1230 N HIGH ST,"COLUMBUS, OH 43201",http://maps.google.com/maps?q=AHF%20PHARMACY%2C1230%20N%20HIGH%20ST%2C+COLUMBUS%2C+OH+43201,
"AMC OHIO LLC, DBA EQUITAS HEALTH PHARMACY #3",750 E LONG ST,SUITE 3100,"COLUMBUS, OH 43203",http://maps.google.com/maps?q=AMC%20OHIO%20LLC%20DBA%20EQUITAS%20HEALTH%20PHARMACY%2C750%20E%20LONG%20ST%2C+COLUMBUS%2C+OH+43203
"ANESTHESIA SERVICES ASSOCIATES, PLLC",495 DUNLOP LN STE 106,COMPREHENSIVE WELLNESS PHARMACY,"CLARKSVILLE, TN 37040",http://maps.google.com/maps?q=ANESTHESIA%20SERVICES%20ASSOCIATES%20PLLC%2C495%20DUNLOP%20LN%20STE%20106%2C+CLARKSVILLE%2C+TN+37040
ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,"MIDDLETOWN, OH 45005",http://maps.google.com/maps?q=ATRIUM%20MEDICAL%20CENTER%2CONE%20MEDICAL%20CENTER%20DRIVE%2C+MIDDLETOWN%2C+OH+45005,
"AVITA ONTARIO HOSPITAL, LLC",715 RICHLAND MALL,"MANSFIELD, OH 44906",http://maps.google.com/maps?q=AVITA%20ONTARIO%20HOSPITAL%20LLC%2C715%20RICHLAND%20MALL%2C+MANSFIELD%2C+OH+44906,
BAPTIST HEALTH LEXINGTON RETAIL PHARMACY,1700 NICHOLASVILLE RD STE N1210,"LEXINGTON, KY 40503",http://maps.google.com/maps?q=BAPTIST%20HEALTH%20LEXINGTON%20RETAIL%20PHARMACY%2C1700%20NICHOLASVILLE%20RD%20STE%20N1210%2C+LEXINGTON%2C+KY+40503,
BAPTIST HEALTH LOUISVILLE OUTPATIENT PHARMACY,4000 KRESGE WAY,"LOUISVILLE, KY 40207",http://maps.google.com/maps?q=BAPTIST%20HEALTH%20LOUISVILLE%20OUTPATIENT%20PHARMACY%2C4000%20KRESGE%20WAY%2C+LOUISVILLE%2C+KY+40207,
BAPTIST HEALTH OUTPATIENT PHARMACY,1 TRILLIUM WAY,"CORBIN, KY 40701",http://maps.google.com/maps?q=BAPTIST%20HEALTH%20OUTPATIENT%20PHARMACY%2C1%20TRILLIUM%20WAY%2C+CORBIN%2C+KY+40701,
BAPTIST HEALTH RETAIL-PADUCAH,2601 KENTUCKY AVE,"MEDICAL PARK 1, SUITE 101","PADUCAH, KY 42003",http://maps.google.com/maps?q=BAPTIST%20HEALTH%20RETAILPADUCAH%2C2601%20KENTUCKY%20AVE%2C+PADUCAH%2C+KY+42003
BAPTIST HEALTH RICHMOND PROFESSIONAL PHARMACY,793 EASTERN BY-PASS,STE G-1,"RICHMOND, KY 40475",http://maps.google.com/maps?q=BAPTIST%20HEALTH%20RICHMOND%20PROFESSIONAL%20PHARMACY%2C793%20EASTERN%20BY-PASS%2C+RICHMOND%2C+KY+40475
BARNESVILLE HOSPITAL ASSN INC,639 W MAIN ST,"BARNESVILLE, OH 43713",http://maps.google.com/maps?q=BARNESVILLE%20HOSPITAL%20ASSN%20INC%2C639%20W%20MAIN%20ST%2C+BARNESVILLE%2C+OH+43713,
BELEW DRUG,2021 N BROADWAY,"KNOXVILLE, TN 37917",http://maps.google.com/maps?q=BELEW%20DRUG%2C2021%20N%20BROADWAY%2C+KNOXVILLE%2C+TN+37917,
BELEW DRUGS ASHEVILLE HIGHWAY LLC,8622 ASHEVILLE HIGHWAY,"KNOXVILLE, TN 37924",http://maps.google.com/maps?q=BELEW%20DRUGS%20ASHEVILLE%20HIGHWAY%20LLC%2C8622%20ASHEVILLE%20HIGHWAY%2C+KNOXVILLE%2C+TN+37924,
