Business Name,Address 1,Address 2,"City, State Zip",Map URL
AIRWAY HEIGHTS CORRECTIONS CENTER,11919 W SPRAGUE AVENUE,PO BOX 1899,"AIRWAY HEIGHTS, WA 99001",http://maps.google.com/maps?q=AIRWAY%20HEIGHTS%20CORRECTIONS%20CENTER%2C11919%20W%20SPRAGUE%20AVENUE%2C+AIRWAY%20HEIGHTS%2C+WA+99001
BENEWAH COMMUNITY HOSPITAL,229 S. 7TH STREET,"ST MARIES, ID 83861",http://maps.google.com/maps?q=BENEWAH%20COMMUNITY%20HOSPITAL%2C229%20S.%207TH%20STREET%2C+ST%20MARIES%2C+ID+83861,
BREWSTER MARKETPLACE PHARMACY & T. V. HARDWARE LLC,811 HWY 97,PO BOX 69,"BREWSTER, WA 98812",http://maps.google.com/maps?q=BREWSTER%20MARKETPLACE%20PHARMACY%20%20T%20V%20HARDWARE%20LLC%2C811%20HWY%2097%2C+BREWSTER%2C+WA+98812
CAMP RILEY DRUG INC DBA PHARMASAVE MONROE,17788 147TH ST SE,"MONROE, WA 98272",http://maps.google.com/maps?q=CAMP%20RILEY%20DRUG%20INC%20DBA%20PHARMASAVE%20MONROE%2C17788%20147TH%20ST%20SE%2C+MONROE%2C+WA+98272,
CARLSON'S UMATILLA DRUG,821 6TH ST,PO BOX 1497,"UMATILLA, OR 97882",http://maps.google.com/maps?q=CARLSONS%20UMATILLA%20DRUG%2C821%206TH%20ST%2C+UMATILLA%2C+OR+97882
CENTRAL WASHINGTON FAMILY MEDICINE PHARMACY,1806 W. LINCOLN AVENUE,"YAKIMA, WA 98902",http://maps.google.com/maps?q=CENTRAL%20WASHINGTON%20FAMILY%20MEDICINE%20PHARMACY%2C1806%20W.%20LINCOLN%20AVENUE%2C+YAKIMA%2C+WA+98902,
CENTRAL WASHINGTON HLT SER AS,1201 S. MILLER STREET,"WENATCHEE, WA 98801",http://maps.google.com/maps?q=CENTRAL%20WASHINGTON%20HLT%20SER%20AS%2C1201%20S.%20MILLER%20STREET%2C+WENATCHEE%2C+WA+98801,
COULEE COMMUNITY HOSPITAL,411 FORTUYN RD,"GRAND COULEE, WA 99133",http://maps.google.com/maps?q=COULEE%20COMMUNITY%20HOSPITAL%2C411%20FORTUYN%20RD%2C+GRAND%20COULEE%2C+WA+99133,
COVINGTON MULTICARE CLINIC PHARMACY,"17700 SE 272ND ST,  STE 100","COVINGTON, WA 98042",http://maps.google.com/maps?q=COVINGTON%20MULTICARE%20CLINIC%20PHARMACY%2C17700%20SE%20272ND%20ST%2C%20%20STE%20100%2C+COVINGTON%2C+WA+98042,
GENEVA WOODS PHARMACY,3808 N SULLIVAN RD,"BLDG N-15, STE 104","SPOKANE VALLEY, WA 99216",http://maps.google.com/maps?q=GENEVA%20WOODS%20PHARMACY%2C3808%20N%20SULLIVAN%20RD%2C+SPOKANE%20VALLEY%2C+WA+99216
HEALTHPOINT REDMOND PHARMACY,16315 NE 87TH ST,SUITE B6,"REDMOND, WA 98052",http://maps.google.com/maps?q=HEALTHPOINT%20REDMOND%20PHARMACY%2C16315%20NE%2087TH%20ST%2C+REDMOND%2C+WA+98052
HIMERX PHARMACY LLC,3901 NE 4TH ST,STE 102A,"RENTON, WA 98056",http://maps.google.com/maps?q=HIMERX%20PHARMACY%20LLC%2C3901%20NE%204TH%20ST%2C+RENTON%2C+WA+98056
IDAHO STATE VETERANS HOME,LEWISTON,821 21ST AVENUE,"LEWISTON, ID 83501",http://maps.google.com/maps?q=IDAHO%20STATE%20VETERANS%20HOME%2CLEWISTON%2C+LEWISTON%2C+ID+83501
INCHELIUM HEALTH CENTER,39 SHORTCUT ROAD,KETTLE FALLS HIGHWAY,"INCHELIUM, WA 99138",http://maps.google.com/maps?q=INCHELIUM%20HEALTH%20CENTER%2C39%20SHORTCUT%20ROAD%2C+INCHELIUM%2C+WA+99138
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,13451 SE 36TH,"BELLEVUE, WA 98006",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%20OF%20WASHINGTON%2C13451%20SE%2036TH%2C+BELLEVUE%2C+WA+98006,
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,15809 BEAR CREEK PARKWAY,SUITE 110,"REDMOND, WA 98052",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%20OF%20WASHINGTON%2C15809%20BEAR%20CREEK%20PARKWAY%2C+REDMOND%2C+WA+98052
KLICKITAT VALLEY HOSPITAL,310 SOUTH ROOSEVELT,"GOLDENDALE, WA 98620",http://maps.google.com/maps?q=KLICKITAT%20VALLEY%20HOSPITAL%2C310%20SOUTH%20ROOSEVELT%2C+GOLDENDALE%2C+WA+98620,
KVH INC.,15602 MAIN STREET NE,"DUVALL, WA 98019",http://maps.google.com/maps?q=KVH%20INC%2C15602%20MAIN%20STREET%20NE%2C+DUVALL%2C+WA+98019,
LAKE CHELAN PHARMACY INC,223 EAST JOHNSON AVENUE,"CHELAN, WA 98816",http://maps.google.com/maps?q=LAKE%20CHELAN%20PHARMACY%20INC%2C223%20EAST%20JOHNSON%20AVENUE%2C+CHELAN%2C+WA+98816,
LAKESIDE PHARMACY,1117 MAIN ST,"OROVILLE, WA 98844",http://maps.google.com/maps?q=LAKESIDE%20PHARMACY%2C1117%20MAIN%20ST%2C+OROVILLE%2C+WA+98844,
LAKETOWN PHARMACY PLLC,1550 S PIONEER WAY STE 105,"MOSES LAKE, WA 98837",http://maps.google.com/maps?q=LAKETOWN%20PHARMACY%20PLLC%2C1550%20S%20PIONEER%20WAY%20STE%20105%2C+MOSES%20LAKE%2C+WA+98837,
LINCOLN HOSPITAL,LINCOLN COUNTY PUBLIC HOSP DIS,10 NICHOLLS ST,"DAVENPORT, WA 99122",http://maps.google.com/maps?q=LINCOLN%20HOSPITAL%2CLINCOLN%20COUNTY%20PUBLIC%20HOSP%20DIS%2C+DAVENPORT%2C+WA+99122
