Business Name,Address 1,Address 2,"City, State Zip",Map URL
"ALABAMA CVS PHARMACY, L.L.C.",14695 HWY 43,"RUSSELLVILLE, AL 35653",http://maps.google.com/maps?q=ALABAMA%20CVS%20PHARMACY%20LLC%2C14695%20HWY%2043%2C+RUSSELLVILLE%2C+AL+35653,
"ANESTHESIA SERVICES ASSOCIATES, PLLC",495 DUNLOP LN STE 106,COMPREHENSIVE WELLNESS PHARMACY,"CLARKSVILLE, TN 37040",http://maps.google.com/maps?q=ANESTHESIA%20SERVICES%20ASSOCIATES%20PLLC%2C495%20DUNLOP%20LN%20STE%20106%2C+CLARKSVILLE%2C+TN+37040
BAPTIST HEALTH OUTPATIENT PHARMACY,1 TRILLIUM WAY,"CORBIN, KY 40701",http://maps.google.com/maps?q=BAPTIST%20HEALTH%20OUTPATIENT%20PHARMACY%2C1%20TRILLIUM%20WAY%2C+CORBIN%2C+KY+40701,
BAPTIST HEALTH RETAIL-PADUCAH,2601 KENTUCKY AVE,"MEDICAL PARK 1, SUITE 101","PADUCAH, KY 42003",http://maps.google.com/maps?q=BAPTIST%20HEALTH%20RETAILPADUCAH%2C2601%20KENTUCKY%20AVE%2C+PADUCAH%2C+KY+42003
BELEW DRUG,2021 N BROADWAY,"KNOXVILLE, TN 37917",http://maps.google.com/maps?q=BELEW%20DRUG%2C2021%20N%20BROADWAY%2C+KNOXVILLE%2C+TN+37917,
"BELEW DRUG CHOTO, INC.",1616 CHOTO MARKETS WAY,"KNOXVILLE, TN 37922",http://maps.google.com/maps?q=BELEW%20DRUG%20CHOTO%20INC%2C1616%20CHOTO%20MARKETS%20WAY%2C+KNOXVILLE%2C+TN+37922,
BELEW DRUGS WASHINGTON PIKE INC,5908 WASHINGTON PIKE SUITE 102,"KNOXVILLE, TN 37918",http://maps.google.com/maps?q=BELEW%20DRUGS%20WASHINGTON%20PIKE%20INC%2C5908%20WASHINGTON%20PIKE%20SUITE%20102%2C+KNOXVILLE%2C+TN+37918,
"CARECENTER PHARMACY, LLC","2515 PARK PLAZA, SUITE 100","NASHVILLE, TN 37203",http://maps.google.com/maps?q=CARECENTER%20PHARMACY%20LLC%2C2515%20PARK%20PLAZA%2C%20SUITE%20100%2C+NASHVILLE%2C+TN+37203,
CAREZONE PHARMACY LLC,800 AIRPARK CENTER DRIVE STE 809,"NASHVILLE, TN 37217",http://maps.google.com/maps?q=CAREZONE%20PHARMACY%20LLC%2C800%20AIRPARK%20CENTER%20DRIVE%20STE%20809%2C+NASHVILLE%2C+TN+37217,
CASE DRUG CO. #2,990 BROADWAY AVE.,"NEW JOHNSONVILLE, TN 37134",http://maps.google.com/maps?q=CASE%20DRUG%20CO%2C990%20BROADWAY%20AVE.%2C+NEW%20JOHNSONVILLE%2C+TN+37134,
CLARKSVILLE MEDICAL SOLUTIONS,2622 MADISON ST STE A,"CLARKSVILLE, TN 37043",http://maps.google.com/maps?q=CLARKSVILLE%20MEDICAL%20SOLUTIONS%2C2622%20MADISON%20ST%20STE%20A%2C+CLARKSVILLE%2C+TN+37043,
CLARKSVILLE PHARMACY I LLC,801 N 2ND ST,"CLARKSVILLE, TN 37040",http://maps.google.com/maps?q=CLARKSVILLE%20PHARMACY%20I%20LLC%2C801%20N%202ND%20ST%2C+CLARKSVILLE%2C+TN+37040,
COOKE'S FOOD STORE,3400 KEITH STREET NW,"CLEVELAND, TN 37312",http://maps.google.com/maps?q=COOKES%20FOOD%20STORE%2C3400%20KEITH%20STREET%20NW%2C+CLEVELAND%2C+TN+37312,
COOKE'S PHARMACY #2,2010 BROOMFIELD RD SE,"CLEVELAND, TN 37323",http://maps.google.com/maps?q=COOKES%20PHARMACY%2C2010%20BROOMFIELD%20RD%20SE%2C+CLEVELAND%2C+TN+37323,
"CRESTWYN HEALTH GROUP,LLC",9485 CRESTWYN HILLS CV,D B A CRESTWYN BEHAVIORAL HEALTH,"MEMPHIS, TN 38125",http://maps.google.com/maps?q=CRESTWYN%20HEALTH%20GROUPLLC%2C9485%20CRESTWYN%20HILLS%20CV%2C+MEMPHIS%2C+TN+38125
DICKSON APOTHECARY,104 HIGHWAY 70 E,"DICKSON, TN 37055",http://maps.google.com/maps?q=DICKSON%20APOTHECARY%2C104%20HIGHWAY%2070%20E%2C+DICKSON%2C+TN+37055,
DISNEY PHARMACY SERVICES,2141 W EMORY RD,DBA VAUGHN PHARMACY,"POWELL, TN 37849",http://maps.google.com/maps?q=DISNEY%20PHARMACY%20SERVICES%2C2141%20W%20EMORY%20RD%2C+POWELL%2C+TN+37849
DOVER FAMILY PHARMACY,1307 DONELSON PARKWAY,"DOVER, TN 37058",http://maps.google.com/maps?q=DOVER%20FAMILY%20PHARMACY%2C1307%20DONELSON%20PARKWAY%2C+DOVER%2C+TN+37058,
"DUR HURST CLINICAL SERVICES, LLC",110 KITTRELL ST,"HOHENWALD, TN 38462",http://maps.google.com/maps?q=DUR%20HURST%20CLINICAL%20SERVICES%20LLC%2C110%20KITTRELL%20ST%2C+HOHENWALD%2C+TN+38462,
DUREN CLINICAL SERVICES LLC,215 DEXTER L.  WOODS MEMORIAL BLVD.,PO BOX 736,"WAYNESBORO, TN 38485",http://maps.google.com/maps?q=DUREN%20CLINICAL%20SERVICES%20LLC%2C215%20DEXTER%20L.%20%20WOODS%20MEMORIAL%20BLVD.%2C+WAYNESBORO%2C+TN+38485
GIBBS PHARMACY,1427B BADDOUR PKWY,"LEBANON, TN 37087",http://maps.google.com/maps?q=GIBBS%20PHARMACY%2C1427B%20BADDOUR%20PKWY%2C+LEBANON%2C+TN+37087,
GREAT RIVER MEDICAL CENTER,1520 N. DIVISION,PO BOX 108,"BLYTHEVILLE, AR 72315",http://maps.google.com/maps?q=GREAT%20RIVER%20MEDICAL%20CENTER%2C1520%20N.%20DIVISION%2C+BLYTHEVILLE%2C+AR+72315
HALL FAMILY PHARMACY,433 WEST CENTRAL AVENUE,"JAMESTOWN, TN 38556",http://maps.google.com/maps?q=HALL%20FAMILY%20PHARMACY%2C433%20WEST%20CENTRAL%20AVENUE%2C+JAMESTOWN%2C+TN+38556,
IDEAL DRUG CO,510 SOUTH MAIN STREET,"SWEETWATER, TN 37874",http://maps.google.com/maps?q=IDEAL%20DRUG%20CO%2C510%20SOUTH%20MAIN%20STREET%2C+SWEETWATER%2C+TN+37874,
"KENTUCKY CVS PHARMACY, L.L.C.",538 LONE OAK RD.,"PADUCAH, KY 42003",http://maps.google.com/maps?q=KENTUCKY%20CVS%20PHARMACY%20LLC%2C538%20LONE%20OAK%20RD.%2C+PADUCAH%2C+KY+42003,
LEXINGTON DRUGS LLC,11601 HWY. 101,"LEXINGTON, AL 35648",http://maps.google.com/maps?q=LEXINGTON%20DRUGS%20LLC%2C11601%20HWY.%20101%2C+LEXINGTON%2C+AL+35648,
LOURDES HOSPITAL INC PHARMACY,1530 LONE OAK RD,"PADUCAH, KY 42003",http://maps.google.com/maps?q=LOURDES%20HOSPITAL%20INC%20PHARMACY%2C1530%20LONE%20OAK%20RD%2C+PADUCAH%2C+KY+42003,
