Business Name,Address 1,Address 2,"City, State Zip",Map URL
AIDS HEALTHCARE FOUNDATION,2097 WILTON DR,"WILTON MANORS, FL 33305",http://maps.google.com/maps?q=AIDS%20HEALTHCARE%20FOUNDATION%2C2097%20WILTON%20DR%2C+WILTON%20MANORS%2C+FL+33305,
AIDS HEALTHCARE FOUNDATION,2900 BISCAYNE BLVD,"MIAMI, FL 33137",http://maps.google.com/maps?q=AIDS%20HEALTHCARE%20FOUNDATION%2C2900%20BISCAYNE%20BLVD%2C+MIAMI%2C+FL+33137,
AIDS HEALTHCARE FOUNDATION,"6405 N FEDERAL HWY, STE 205","FT LAUDERDALE, FL 33308",http://maps.google.com/maps?q=AIDS%20HEALTHCARE%20FOUNDATION%2C6405%20N%20FEDERAL%20HWY%2C%20STE%20205%2C+FT%20LAUDERDALE%2C+FL+33308,
AIDS HEALTHCARE FOUNDATION,700 SE 3RD AVENUE,SUITE 100,"FT LAUDERDALE, FL 33316",http://maps.google.com/maps?q=AIDS%20HEALTHCARE%20FOUNDATION%2C700%20SE%203RD%20AVENUE%2C+FT%20LAUDERDALE%2C+FL+33316
"AIDS HEALTHCARE FOUNDATION, DBA AHF PHARMACY",1785 E. SUNRISE BLVD.,"FORT LAUDERDALE, FL 33304",http://maps.google.com/maps?q=AIDS%20HEALTHCARE%20FOUNDATION%20DBA%20AHF%20PHARMACY%2C1785%20E.%20SUNRISE%20BLVD.%2C+FORT%20LAUDERDALE%2C+FL+33304,
ARTH LLC,1446 LEE BLVD,"LEHIGH ACRES, FL 33936",http://maps.google.com/maps?q=ARTH%20LLC%2C1446%20LEE%20BLVD%2C+LEHIGH%20ACRES%2C+FL+33936,
BENZER PHARMACY FL1 LLC,1250 NW 7TH ST UNIT 101-102,BENZER PHARMACY,"MIAMI, FL 33125",http://maps.google.com/maps?q=BENZER%20PHARMACY%20FL%20LLC%2C1250%20NW%207TH%20ST%20UNIT%20101-102%2C+MIAMI%2C+FL+33125
BENZER PHARMACY FL2 LLC,60 NE 1ST ST,"POMPANO BEACH, FL 33060",http://maps.google.com/maps?q=BENZER%20PHARMACY%20FL%20LLC%2C60%20NE%201ST%20ST%2C+POMPANO%20BEACH%2C+FL+33060,
BROWARD ADDICTION RECOVERY CTR,325 SW 28TH ST,"FORT LAUDERDALE, FL 33315",http://maps.google.com/maps?q=BROWARD%20ADDICTION%20RECOVERY%20CTR%2C325%20SW%2028TH%20ST%2C+FORT%20LAUDERDALE%2C+FL+33315,
COLLIER HEALTH SERVICES,1454 MADISON AVE W,"IMMOKALEE, FL 34142",http://maps.google.com/maps?q=COLLIER%20HEALTH%20SERVICES%2C1454%20MADISON%20AVE%20W%2C+IMMOKALEE%2C+FL+34142,
