Business Name,Address 1,Address 2,"City, State Zip",Map URL
ALIXA RX LLC,10132 WEST 76TH STREET,"EDEN PRAIRIE, MN 55344",http://maps.google.com/maps?q=ALIXA%20RX%20LLC%2C10132%20WEST%2076TH%20STREET%2C+EDEN%20PRAIRIE%2C+MN+55344,
ALLINA HEALTH CAMBRIDGE PHARMACY,701 SOUTH DELLWOOD,"CAMBRIDGE, MN 55008",http://maps.google.com/maps?q=ALLINA%20HEALTH%20CAMBRIDGE%20PHARMACY%2C701%20SOUTH%20DELLWOOD%2C+CAMBRIDGE%2C+MN+55008,
ALLINA HEALTH HEART HOSPITAL PHARMACY,920 E. 28TH ST.,SUITE 92005,"MINNEAPOLIS, MN 55407",http://maps.google.com/maps?q=ALLINA%20HEALTH%20HEART%20HOSPITAL%20PHARMACY%2C920%20E.%2028TH%20ST.%2C+MINNEAPOLIS%2C+MN+55407
ALLINA HEALTH MERCY PHARMACY,11850 BLACKFOOT ST. NW,SUITE 190,"COON RAPIDS, MN 55433",http://maps.google.com/maps?q=ALLINA%20HEALTH%20MERCY%20PHARMACY%2C11850%20BLACKFOOT%20ST.%20NW%2C+COON%20RAPIDS%2C+MN+55433
ALLINA HEALTH NEW ULM PHARMACY,1217 8TH ST. N.,SUITE 1010,"NEW ULM, MN 56073",http://maps.google.com/maps?q=ALLINA%20HEALTH%20NEW%20ULM%20PHARMACY%2C1217%208TH%20ST.%20N.%2C+NEW%20ULM%2C+MN+56073
ALLINA HEALTH PHILLIPS EYE INSTITUTE PHARMACY,2215 PARK AVE SOUTH,"MINNEAPOLIS, MN 55404",http://maps.google.com/maps?q=ALLINA%20HEALTH%20PHILLIPS%20EYE%20INSTITUTE%20PHARMACY%2C2215%20PARK%20AVE%20SOUTH%2C+MINNEAPOLIS%2C+MN+55404,
ALLINA HEALTH PIPER BUILDING PHARMACY,913 E 26TH ST,1ST FLOOR PIPER BUILDING,"MINNEAPOLIS, MN 55404",http://maps.google.com/maps?q=ALLINA%20HEALTH%20PIPER%20BUILDING%20PHARMACY%2C913%20E%2026TH%20ST%2C+MINNEAPOLIS%2C+MN+55404
ALLINA HEALTH ST. FRANCIS PHARMACY,1455 ST. FRANCIS AVE.,SUITE 100 OUTPATIENT PHARMACY,"SHAKOPEE, MN 55379",http://maps.google.com/maps?q=ALLINA%20HEALTH%20ST%20FRANCIS%20PHARMACY%2C1455%20ST.%20FRANCIS%20AVE.%2C+SHAKOPEE%2C+MN+55379
ALLINA HEALTH UNITED PHARMACY,333 NORTH SMITH AVE.,"SAINT PAUL, MN 55102",http://maps.google.com/maps?q=ALLINA%20HEALTH%20UNITED%20PHARMACY%2C333%20NORTH%20SMITH%20AVE.%2C+SAINT%20PAUL%2C+MN+55102,
ALLINA HEALTH UNITY  PHARMACY,550 OSBORNE RD NE,"FRIDLEY, MN 55432",http://maps.google.com/maps?q=ALLINA%20HEALTH%20UNITY%20%20PHARMACY%2C550%20OSBORNE%20RD%20NE%2C+FRIDLEY%2C+MN+55432,
ALLINA HEALTH WESTHEALTH PHARMACY,2855 CAMPUS DRIVE,"PLYMOUTH, MN 55441",http://maps.google.com/maps?q=ALLINA%20HEALTH%20WESTHEALTH%20PHARMACY%2C2855%20CAMPUS%20DRIVE%2C+PLYMOUTH%2C+MN+55441,
"AMERICAN DRUG STORES DELAWARE, L.L.C.",2425 13TH AVENUE SOUTH,"FARGO, ND 58103",http://maps.google.com/maps?q=AMERICAN%20DRUG%20STORES%20DELAWARE%20LLC%2C2425%2013TH%20AVENUE%20SOUTH%2C+FARGO%2C+ND+58103,
