Participant,CollectionSite,Address,City,State,Zip,MapURL
ANAHEIM P.D. (KAISER),KAISER PERMANENTE ANAHEIM MEDICAL CENTER KRAEMER MEDICAL OFFICE BLDG. 1,3460 E. LA PALMA AVE.,ANAHEIM,CA,92806,"http://maps.google.com/maps?q=3460 E. LA PALMA AVE.,+ANAHEIM,+CA+92806&hl=en"
AZUSA POLICE DEPARTMENT,AZUSA POLICE DEPT. CPL. JASON KIMES,725 N. ALAMEDA AVE.6268123299X3922,AZUSA,CA,91702,"http://maps.google.com/maps?q=725 N. ALAMEDA AVE.,+AZUSA,+CA+91702&hl=en"
BALDWIN PD (KAISER),KAISER PERMANENTE BALDWIN PK MED. CTR. PARKING LOT,1011 BALDWIN PARK BLVD.,BALDWIN PARK,CA,91706,"http://maps.google.com/maps?q=1011 BALDWIN PARK BLVD.,+BALDWIN PARK,+CA+91706&hl=en"
BREA POLICE DEPARTMENT,BREA POLICE DEPARTMENT FRONT DRIVEWAY,1 CIVIC CENTER CIRCLE,BREA,CA,92821,"http://maps.google.com/maps?q=1 CIVIC CENTER CIRCLE,+BREA,+CA+92821&hl=en"
BUENA PARK P.D.,BUENA PARK PD LOBBY,6640 BEACH BL.,BUENA PARK,CA,90621,"http://maps.google.com/maps?q=6640 BEACH BL.,+BUENA PARK,+CA+90621&hl=en"
BUENA PARK P.D.,BUENA PARK SENIOR CENTER LOBBY,8150 KNOTT AVE,BUENA PARK,CA,90620,"http://maps.google.com/maps?q=8150 KNOTT AVE,+BUENA PARK,+CA+90620&hl=en"
BURBANK POLICE DEPARTMENT,BURBANK POLICE STATION PARKING LOT,200 N THIRD ST.,BURBANK,CA,91502,"http://maps.google.com/maps?q=200 N THIRD ST.,+BURBANK,+CA+91502&hl=en"
CAMARILLO POLICE DEPARTMENT,CAMARILLO POLICE DEPT. LOBBY,3701 E. LAS POSAS RD.,CAMARILLO,CA,93010,"http://maps.google.com/maps?q=3701 E. LAS POSAS RD.,+CAMARILLO,+CA+93010&hl=en"
CARLSBAD POLICE DEPARTMENT,SCRIPPS COSTAL MEDICAL CENTER,2176 SALK AVE.,CARLSBAD,CA,92008,"http://maps.google.com/maps?q=2176 SALK AVE.,+CARLSBAD,+CA+92008&hl=en"
CHINO POLICE DEPARTMENT,CHINO POLICE DEPARTMENT FRONT LOBBY,5450 GUARDIAN WAY,CHINO,CA,91710,"http://maps.google.com/maps?q=5450 GUARDIAN WAY,+CHINO,+CA+91710&hl=en"
CHULA VISTA POLICE DEPARTMENT,CAMARENA ELEMENTARY SCHOOL,1650 EXPLORATION FALLS DRIVE,CHULA VISTA,CA,91915,"http://maps.google.com/maps?q=1650 EXPLORATION FALLS DRIVE,+CHULA VISTA,+CA+91915&hl=en"
"CITY OF BELLFLOWER, L.A. CTY SHERIFF (KAISER)",KAISER MEDICAL OFFICES PARKING LOT OFF OF CLARK AVE.,9400 E. ROSECRANS,BELLFLOWER,CA,90706,"http://maps.google.com/maps?q=9400 E. ROSECRANS,+BELLFLOWER,+CA+90706&hl=en"
CITY OF YUMA POLICE DEPARTMENT,CITY OF YUMA POLICE DEPARTMENT,1500 S. 1ST AVENUE,YUMA,AZ,85364,"http://maps.google.com/maps?q=1500 S. 1ST AVENUE,+YUMA,+AZ+85364&hl=en"
CLAREMONT POLICE DEPARTMENT,CLAREMONT POLICE DEPARTMENT FRONT LOBBY,570 W. BONITA AVE,CLAREMONT,CA,91711,"http://maps.google.com/maps?q=570 W. BONITA AVE,+CLAREMONT,+CA+91711&hl=en"
CLAREMONT POLICE DEPARTMENT,KECK GRADUATE INSTITUTE INSIDE CAMPUS OFFICE,535 WATSON DR.,CLAREMONT,CA,91711,"http://maps.google.com/maps?q=535 WATSON DR.,+CLAREMONT,+CA+91711&hl=en"
COCOPAH POLICE DEPARTMENT,EAST RESERVATION EAST RESERVATION,1700 BLOCK OF COTTOWOOD DR,SOMERTON,AZ,85350,"http://maps.google.com/maps?q=1700 BLOCK OF COTTOWOOD DR,+SOMERTON,+AZ+85350&hl=en"
COLTON POLICE DEPARTMENT,COLTON POLICE DEPARTMENT CIVIC CENTER PARKING LOT,650 NORTH LA CADEENA DR.,COLTON,CA,92324,"http://maps.google.com/maps?q=650 NORTH LA CADEENA DR.,+COLTON,+CA+92324&hl=en"
CORONA POLICE DEPT.,CVS PARKING LOT,1322 W. 6TH STREET,CORONA,CA,92882,"http://maps.google.com/maps?q=1322 W. 6TH STREET,+CORONA,+CA+92882&hl=en"
CORONADO POLICE DEPARTMENT,CORONADO POLICE DEPARTMENT ALLEY BEHIND POLICE STATION,700 ORANGE AVE,CORONADO,CA,92118,"http://maps.google.com/maps?q=700 ORANGE AVE,+CORONADO,+CA+92118&hl=en"
COSTA MESA PD,COSTA MESA P.D. LOBBY,99 FAIR DR.,COSTA MESA,CA,92628,"http://maps.google.com/maps?q=99 FAIR DR.,+COSTA MESA,+CA+92628&hl=en"
