Participant,CollectionSite,Address,City,State,Zip,MapURL
ACTON PD,ACTON POLICE DEPARTMENT,371 MAIN ST,ACTON,MA,01720,"http://maps.google.com/maps?q=371 MAIN ST,+ACTON,+MA+01720&hl=en"
ALLENSTOWN POLICE DEPARTMENT,ALLENSTOWN POLICE DEPARTMENT,40 ALLENSTOWN ROAD,ALLENSTOWN,NH,03275,"http://maps.google.com/maps?q=40 ALLENSTOWN ROAD,+ALLENSTOWN,+NH+03275&hl=en"
ALSTEAD POLICE DEPARTMENT,ALSTEAD POLICE DEPARTMENT,15 MECHANIC ST,ALSTEAD,NH,03602,"http://maps.google.com/maps?q=15 MECHANIC ST,+ALSTEAD,+NH+03602&hl=en"
AMESBURY PD,"AMESBURY POLICE STATION 
												
													OFFICER THOMAS HANSHAW",19 SCHOOL ST,AMESBURY,MA,01913,"http://maps.google.com/maps?q=19 SCHOOL ST,+AMESBURY,+MA+01913&hl=en"
AMHERST POLICE DEPARTMENT,"WILDWOOD ELEMENTARY SCHOOL 
												
													PARKING AREA",71 STRONG STREET,AMHERST,MA,01002,"http://maps.google.com/maps?q=71 STRONG STREET,+AMHERST,+MA+01002&hl=en"
ANDOVER POLICE DEPARTMENT,"ANDOVER WATER TREATMENT PLANT 
												
													10:00 AM-2:00 PM",397 LOWELL ST,ANDOVER,MA,01810,"http://maps.google.com/maps?q=397 LOWELL ST,+ANDOVER,+MA+01810&hl=en"
ANDOVER POLICE DEPARTMENT,CIRCLE K,718 MAIN ST,ANDOVER,NH,03216,"http://maps.google.com/maps?q=718 MAIN ST,+ANDOVER,+NH+03216&hl=en"
ANDROSCOGGIN SHERIFF'S DEPARTMENT,POLAND TOWN OFFICE COMPLEX,1231 MAINE ST,POLAND,ME,04274,"http://maps.google.com/maps?q=1231 MAINE ST,+POLAND,+ME+04274&hl=en"
ANDROSCOGGIN SHERIFF'S DEPARTMENT,TURNER FIRE & RESCUE STATION,19 GENERAL TURNER HILL ROAD,TURNER,ME,04282,"http://maps.google.com/maps?q=19 GENERAL TURNER HILL ROAD,+TURNER,+ME+04282&hl=en"
ASHBY PD,ASHBY POLICE DEPARTMENT,893 MAIN ST.,ASHBY,MA,01431,"http://maps.google.com/maps?q=893 MAIN ST.,+ASHBY,+MA+01431&hl=en"
ASHFIELD PD,ASHFIELD PD,412 MAIN STREET,ASHFIELD,MA,01330,"http://maps.google.com/maps?q=412 MAIN STREET,+ASHFIELD,+MA+01330&hl=en"
ASHLAND POLICE DEPARTMENT,ASHLAND POLICE,20 HIGHLAND STREET,ASHLAND,NH,03217,"http://maps.google.com/maps?q=20 HIGHLAND STREET,+ASHLAND,+NH+03217&hl=en"
AUBURN POLICE DEPARTMENT,"AUBURN POLICE DEPARTMENT 
												
													COLLECTION BOX IN LOBBY",60 COURT STREET,AUBURN,ME,04210,"http://maps.google.com/maps?q=60 COURT STREET,+AUBURN,+ME+04210&hl=en"
AUBURN POLICE DEPARTMENT,"AUBURN POLICE DEPARTMENT 
												
													SAFETY COMPLEX",55 EATON HILL RD,AUBURN,NH,03032,"http://maps.google.com/maps?q=55 EATON HILL RD,+AUBURN,+NH+03032&hl=en"
