Business Name,Address 1,Address 2,"City, State Zip",Map URL
13TH AVENUE PHARMACY INC,5211 13TH AVENUE,,"BROOKLYN, NY 11219",http://maps.google.com/maps?q=TH%20AVENUE%20PHARMACY%20INC%2C5211%2013TH%20AVENUE%2C+BROOKLYN%2C+NY+11219
AIDS HEALTHCARE FOUNDATION,475 ATLANTIC AVE,,"BROOKLYN, NY 11217",http://maps.google.com/maps?q=AIDS%20HEALTHCARE%20FOUNDATION%2C475%20ATLANTIC%20AVE%2C+BROOKLYN%2C+NY+11217
ALLIANCE PHARMACY CO,1245 HIGHLAND AVE,,"ABINGTON, PA 19001",http://maps.google.com/maps?q=ALLIANCE%20PHARMACY%20CO%2C1245%20HIGHLAND%20AVE%2C+ABINGTON%2C+PA+19001
AMI PHARMACY,4180 BROADWAY,,"NEW YORK, NY 10033",http://maps.google.com/maps?q=AMI%20PHARMACY%2C4180%20BROADWAY%2C+NEW%20YORK%2C+NY+10033
AVIGHNA RX LLC,7 BEDFORD PARK BLVD,,"BRONX, NY 10468",http://maps.google.com/maps?q=AVIGHNA%20RX%20LLC%2C7%20BEDFORD%20PARK%20BLVD%2C+BRONX%2C+NY+10468
AVK RX INC.,3904 CHURCH AVE,,"BROOKLYN, NY 11203",http://maps.google.com/maps?q=AVK%20RX%20INC%2C3904%20CHURCH%20AVE%2C+BROOKLYN%2C+NY+11203
"B & B PHARMACY, INC.",79-08 37TH AVE,,"JACKSON HEIGHTS, NY 11372",http://maps.google.com/maps?q=B%20%20B%20PHARMACY%20INC%2C79-08%2037TH%20AVE%2C+JACKSON%20HEIGHTS%2C+NY+11372
BANDSTAND CORPORATION,226 PROSPECT PARK WEST,,"BROOKLYN, NY 11215",http://maps.google.com/maps?q=BANDSTAND%20CORPORATION%2C226%20PROSPECT%20PARK%20WEST%2C+BROOKLYN%2C+NY+11215
BARON'S FAMILY PHARMACY INC,243 E BROAD STREET,,"WESTFIELD, NJ 07090",http://maps.google.com/maps?q=BARONS%20FAMILY%20PHARMACY%20INC%2C243%20E%20BROAD%20STREET%2C+WESTFIELD%2C+NJ+07090
BAYSHORE PHARMACY,2 BAYSHORE PLAZA,HWY 36,"ATLANTIC HIGHLANDS, NJ 07716",http://maps.google.com/maps?q=BAYSHORE%20PHARMACY%2C2%20BAYSHORE%20PLAZA%2C+ATLANTIC%20HIGHLANDS%2C+NJ+07716
BELAIR MEDICINES INC,1911 BEL AIR RD,,"FALLSTON, MD 21047",http://maps.google.com/maps?q=BELAIR%20MEDICINES%20INC%2C1911%20BEL%20AIR%20RD%2C+FALLSTON%2C+MD+21047
