Business Name,Address 1,Address 2,"City, State Zip",Map URL
ADRIAN PHARMACY LLC,1325 N MAIN ST STE H,,"ADRIAN, MI 49221",http://maps.google.com/maps?q=ADRIAN%20PHARMACY%20LLC%2C1325%20N%20MAIN%20ST%20STE%20H%2C+ADRIAN%2C+MI+49221
AHF PHARMACY,1230 N. HIGH STREET,,"COLUMBUS, OH 43201",http://maps.google.com/maps?q=AHF%20PHARMACY%2C1230%20N.%20HIGH%20STREET%2C+COLUMBUS%2C+OH+43201
"AMC OHIO LLC, DBA EQUITAS HEALTH PHARMACY #3",750 E LONG ST,SUITE 3100,"COLUMBUS, OH 43203",http://maps.google.com/maps?q=AMC%20OHIO%20LLC%20DBA%20EQUITAS%20HEALTH%20PHARMACY%2C750%20E%20LONG%20ST%2C+COLUMBUS%2C+OH+43203
ARROWHEAD BEHAVIORAL HEALTH,1725 TIMBER LINE ROAD,,"MAUMEE, OH 43537",http://maps.google.com/maps?q=ARROWHEAD%20BEHAVIORAL%20HEALTH%2C1725%20TIMBER%20LINE%20ROAD%2C+MAUMEE%2C+OH+43537
ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,,"MIDDLETOWN, OH 45005",http://maps.google.com/maps?q=ATRIUM%20MEDICAL%20CENTER%2CONE%20MEDICAL%20CENTER%20DRIVE%2C+MIDDLETOWN%2C+OH+45005
B S D INC,716 MADISON AVENUE,,"COVINGTON, KY 41011",http://maps.google.com/maps?q=B%20S%20D%20INC%2C716%20MADISON%20AVENUE%2C+COVINGTON%2C+KY+41011
BARNESVILLE HOSPITAL ASSN INC,639 W MAIN ST,,"BARNESVILLE, OH 43713",http://maps.google.com/maps?q=BARNESVILLE%20HOSPITAL%20ASSN%20INC%2C639%20W%20MAIN%20ST%2C+BARNESVILLE%2C+OH+43713
BAY PARK COMMUNITY HOSPITAL,2801 BAY PARK DRIVE,,"OREGON, OH 43616",http://maps.google.com/maps?q=BAY%20PARK%20COMMUNITY%20HOSPITAL%2C2801%20BAY%20PARK%20DRIVE%2C+OREGON%2C+OH+43616
BEDFORD WELLNESS PHARMACY,7473 SECOR ROAD,UNIT C,"LAMBERTVILLE, MI 48144",http://maps.google.com/maps?q=BEDFORD%20WELLNESS%20PHARMACY%2C7473%20SECOR%20ROAD%2C+LAMBERTVILLE%2C+MI+48144
BELLWOOD DRUGS,135 SOUTH MAIN STREET,,"WOODSFIELD, OH 43793",http://maps.google.com/maps?q=BELLWOOD%20DRUGS%2C135%20SOUTH%20MAIN%20STREET%2C+WOODSFIELD%2C+OH+43793
BELMONT CO HLTH SERVICES,DBA MORRISTOWN PHCY,66840 BELMONT-MORRISTOWN RD,"BELMONT, OH 43718",http://maps.google.com/maps?q=BELMONT%20CO%20HLTH%20SERVICES%2CDBA%20MORRISTOWN%20PHCY%2C+BELMONT%2C+OH+43718
BERGER HOSPITAL,600 NORTH PICKAWAY STREET,ATTN PHARMACY,"CIRCLEVILLE, OH 43113",http://maps.google.com/maps?q=BERGER%20HOSPITAL%2C600%20NORTH%20PICKAWAY%20STREET%2C+CIRCLEVILLE%2C+OH+43113
"BHC VALLE VISTA HOSPITAL, INC.",898 EAST MAIN ST,,"GREENWOOD, IN 46143",http://maps.google.com/maps?q=BHC%20VALLE%20VISTA%20HOSPITAL%20INC%2C898%20EAST%20MAIN%20ST%2C+GREENWOOD%2C+IN+46143
BLACKBURN COMMUNITY HEALTH,CENTER PHARMACY,2700 DR. MARTIN LUTHER KING JR,"INDIANAPOLIS, IN 46208",http://maps.google.com/maps?q=BLACKBURN%20COMMUNITY%20HEALTH%2CCENTER%20PHARMACY%2C+INDIANAPOLIS%2C+IN+46208
"CAMERLIN ENTERPRISES, LLC",615 WELLS STREET,,"SISTERSVILLE, WV 26175",http://maps.google.com/maps?q=CAMERLIN%20ENTERPRISES%20LLC%2C615%20WELLS%20STREET%2C+SISTERSVILLE%2C+WV+26175
CANN MEDICAL CENTER,CINCINNATI HEALTH DEPARTMENT,5818 MADISON ROAD,"CINCINNATI, OH 45227",http://maps.google.com/maps?q=CANN%20MEDICAL%20CENTER%2CCINCINNATI%20HEALTH%20DEPARTMENT%2C+CINCINNATI%2C+OH+45227
CHEFFY DRUGS LLC,148 EAST MAIN ST,,"BARNESVILLE, OH 43713",http://maps.google.com/maps?q=CHEFFY%20DRUGS%20LLC%2C148%20EAST%20MAIN%20ST%2C+BARNESVILLE%2C+OH+43713
CHRISTIAN PHARMACY,DBA CORNER PHARMACY,102 WEST MAIN ST,"BARNESVILLE, OH 43713",http://maps.google.com/maps?q=CHRISTIAN%20PHARMACY%2CDBA%20CORNER%20PHARMACY%2C+BARNESVILLE%2C+OH+43713
CINCINNATI HEALTH DEPARTMENT,PRICE HILL HEALTH CENTER PHARMACY,2136 WEST 8TH STREET,"CINCINNATI, OH 45204",http://maps.google.com/maps?q=CINCINNATI%20HEALTH%20DEPARTMENT%2CPRICE%20HILL%20HEALTH%20CENTER%20PHARMACY%2C+CINCINNATI%2C+OH+45204
