Business Name,Address 1,Address 2,"City, State Zip",Map URL
ADIRONDACK APOTHECARY LLC,4315 MAIN STREET,,"PORT HENRY, NY 12974",http://maps.google.com/maps?q=ADIRONDACK%20APOTHECARY%20LLC%2C4315%20MAIN%20STREET%2C+PORT%20HENRY%2C+NY+12974
ALICE HYDE MEDICAL CENTER,133 PARK STREET,,"MALONE, NY 12953",http://maps.google.com/maps?q=ALICE%20HYDE%20MEDICAL%20CENTER%2C133%20PARK%20STREET%2C+MALONE%2C+NY+12953
BAYSTATE MEDICAL CENTER INC,759 CHESTNUT ST,,"SPRINGFIELD, MA 01199",http://maps.google.com/maps?q=BAYSTATE%20MEDICAL%20CENTER%20INC%2C759%20CHESTNUT%20ST%2C+SPRINGFIELD%2C+MA+01199
BRATTLEBORO MEMORIAL HOSP,PHARMACY DEPT.,17 BELMONT AVE.,"BRATTLEBORO, VT 05301",http://maps.google.com/maps?q=BRATTLEBORO%20MEMORIAL%20HOSP%2CPHARMACY%20DEPT.%2C+BRATTLEBORO%2C+VT+05301
CATHOLIC MEDICAL CENTER HOSP,100 MCGREGOR STREET,,"MANCHESTER, NH 03102",http://maps.google.com/maps?q=CATHOLIC%20MEDICAL%20CENTER%20HOSP%2C100%20MCGREGOR%20STREET%2C+MANCHESTER%2C+NH+03102
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,C/O PHARMACY,214 CORNELIA STREET,"PLATTSBURGH, NY 12901",http://maps.google.com/maps?q=CHAMPLAIN%20VALLEY%20PHYSICIANS%20HOSPITAL%2CC/O%20PHARMACY%2C+PLATTSBURGH%2C+NY+12901
"CONDO PHARMACY, INC",28 MONTCALM AVE,,"PLATTSBURGH, NY 12901",http://maps.google.com/maps?q=CONDO%20PHARMACY%20INC%2C28%20MONTCALM%20AVE%2C+PLATTSBURGH%2C+NY+12901
CORNERSTONE DRUG & GIFT INC,72 CHAMPLAIN STREET,ATTN: SUPERVISING PHARMACIST,"ROUSES POINT, NY 12979",http://maps.google.com/maps?q=CORNERSTONE%20DRUG%20%20GIFT%20INC%2C72%20CHAMPLAIN%20STREET%2C+ROUSES%20POINT%2C+NY+12979
"CVS ALBANY, L.L.C.","2040 WESTERN AVENUE, ROUTE 155",,"ALBANY, NY 12203",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C2040%20WESTERN%20AVENUE%2C%20ROUTE%20155%2C+ALBANY%2C+NY+12203
"CVS ALBANY, L.L.C.",260 DELAWARE AVENUE,,"DELMAR, NY 12054",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C260%20DELAWARE%20AVENUE%2C+DELMAR%2C+NY+12054
"CVS ALBANY, L.L.C.",34 CONGRESS ST.,,"SARATOGA SPRINGS, NY 12866",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C34%20CONGRESS%20ST.%2C+SARATOGA%20SPRINGS%2C+NY+12866
"CVS ALBANY, L.L.C.",598 COLUMBIA TURNPIKE,,"EAST GREENBUSH, NY 12061",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C598%20COLUMBIA%20TURNPIKE%2C+EAST%20GREENBUSH%2C+NY+12061
"CVS ALBANY, L.L.C.",839 RTE 146,,"CLIFTON PARK, NY 12065",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C839%20RTE%20146%2C+CLIFTON%20PARK%2C+NY+12065
"CVS MANCHESTER NH, L.L.C.",242 MAIN STREET,,"NASHUA, NH 03060",http://maps.google.com/maps?q=CVS%20MANCHESTER%20NH%20LLC%2C242%20MAIN%20STREET%2C+NASHUA%2C+NH+03060
"CVS MANCHESTER NH, L.L.C.",268 WEST ST.,,"KEENE, NH 03431",http://maps.google.com/maps?q=CVS%20MANCHESTER%20NH%20LLC%2C268%20WEST%20ST.%2C+KEENE%2C+NH+03431
"CVS PHARMACY, INC.",115 STAFFORD ST.,,"WORCESTER, MA 01603",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C115%20STAFFORD%20ST.%2C+WORCESTER%2C+MA+01603
"CVS PHARMACY, INC.",137 FEDERAL STREET,,"GREENFIELD, MA 01301",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C137%20FEDERAL%20STREET%2C+GREENFIELD%2C+MA+01301
