Business Name,Address 1,Address 2,"City, State Zip",Map URL
ALIXA RX LLC,10132 WEST 76TH STREET,,"EDEN PRAIRIE, MN 55344",http://maps.google.com/maps?q=ALIXA%20RX%20LLC%2C10132%20WEST%2076TH%20STREET%2C+EDEN%20PRAIRIE%2C+MN+55344
ALTRU CLINIC PHARMACY - FAMILY MED CTR INC,1380 COLUMBIA RD S,,"GRAND FORKS, ND 58201",http://maps.google.com/maps?q=ALTRU%20CLINIC%20PHARMACY%20%20FAMILY%20MED%20CTR%20INC%2C1380%20COLUMBIA%20RD%20S%2C+GRAND%20FORKS%2C+ND+58201
ALTRU HEALTH SYSTEM,1200 SOUTH COLUMBIA ROAD,,"GRAND FORKS, ND 58201",http://maps.google.com/maps?q=ALTRU%20HEALTH%20SYSTEM%2C1200%20SOUTH%20COLUMBIA%20ROAD%2C+GRAND%20FORKS%2C+ND+58201
"AMERIPHARM, INC",2503 E 54TH ST. N,,"SIOUX FALLS, SD 57104",http://maps.google.com/maps?q=AMERIPHARM%20INC%2C2503%20E%2054TH%20ST.%20N%2C+SIOUX%20FALLS%2C+SD+57104
ASTRUP DRUG INC,PHARMACY,1601 STATE AVE NW,"OWATONNA, MN 55060",http://maps.google.com/maps?q=ASTRUP%20DRUG%20INC%2CPHARMACY%2C+OWATONNA%2C+MN+55060
AVERA HOLY FAMILY HEALTH,826 N 8TH STREET,,"ESTHERVILLE, IA 51334",http://maps.google.com/maps?q=AVERA%20HOLY%20FAMILY%20HEALTH%2C826%20N%208TH%20STREET%2C+ESTHERVILLE%2C+IA+51334
BENNETT PHARMACY,1 WEST MAIN,P.O.BOX 111,"NEW HAMPTON, IA 50659",http://maps.google.com/maps?q=BENNETT%20PHARMACY%2C1%20WEST%20MAIN%2C+NEW%20HAMPTON%2C+IA+50659
BOOTH PHARMACY INC,903 CENTRAL AVENUE,PO BOX 233,"HAWARDEN, IA 51023",http://maps.google.com/maps?q=BOOTH%20PHARMACY%20INC%2C903%20CENTRAL%20AVENUE%2C+HAWARDEN%2C+IA+51023
BUDGET DRUG,"2015 LIBRARY CIRCLE, #102",,"GRAND FORKS, ND 58201",http://maps.google.com/maps?q=BUDGET%20DRUG%2C2015%20LIBRARY%20CIRCLE%2C%20#102%2C+GRAND%20FORKS%2C+ND+58201
BURNETT MEDICAL CENTER,257 W ST GEORGE AVE,,"GRANTSBURG, WI 54840",http://maps.google.com/maps?q=BURNETT%20MEDICAL%20CENTER%2C257%20W%20ST%20GEORGE%20AVE%2C+GRANTSBURG%2C+WI+54840
CASS ST PHARMACY GUNDERSEN HEALTH SYSTEM,528 CASS ST.,,"LA CROSSE, WI 54601",http://maps.google.com/maps?q=CASS%20ST%20PHARMACY%20GUNDERSEN%20HEALTH%20SYSTEM%2C528%20CASS%20ST.%2C+LA%20CROSSE%2C+WI+54601
CLAYTON DRUG,100 EAST 1ST STREET,,"SUMNER, IA 50674",http://maps.google.com/maps?q=CLAYTON%20DRUG%2C100%20EAST%201ST%20STREET%2C+SUMNER%2C+IA+50674
CORNER DRUG STORE OF WAHPETON INC,619 DAKOTA AVENUE,,"WAHPETON, ND 58075",http://maps.google.com/maps?q=CORNER%20DRUG%20STORE%20OF%20WAHPETON%20INC%2C619%20DAKOTA%20AVENUE%2C+WAHPETON%2C+ND+58075
CORNWELL DRUG,P. O. BOX 490,701 MAIN STREET,"WEBSTER, SD 57274",http://maps.google.com/maps?q=CORNWELL%20DRUG%2CP.%20O.%20BOX%20490%2C+WEBSTER%2C+SD+57274
COTEAU DES PRAIRIES HOSPITAL,205 ORCHARD DRIVE,,"SISSETON, SD 57262",http://maps.google.com/maps?q=COTEAU%20DES%20PRAIRIES%20HOSPITAL%2C205%20ORCHARD%20DRIVE%2C+SISSETON%2C+SD+57262
CRESCO FAMILY PHARMACY,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,"CRESCO, IA 52136",http://maps.google.com/maps?q=CRESCO%20FAMILY%20PHARMACY%2CREGIONAL%20HEALTH%20SERVICES%20OF%20HOWARD%20COUNTY%2C+CRESCO%2C+IA+52136
CURT'S LONG TERM CARE PHARMACY,"1615 W MAIN ST, SUITE B",,"ALBERT LEA, MN 56007",http://maps.google.com/maps?q=CURTS%20LONG%20TERM%20CARE%20PHARMACY%2C1615%20W%20MAIN%20ST%2C%20SUITE%20B%2C+ALBERT%20LEA%2C+MN+56007
DAKOTA CLINIC PHARMACY,1702 SOUTH UNIVERSITY DR,,"FARGO, ND 58103",http://maps.google.com/maps?q=DAKOTA%20CLINIC%20PHARMACY%2C1702%20SOUTH%20UNIVERSITY%20DR%2C+FARGO%2C+ND+58103
DAKOTA CLINIC PHARMACY ON 32 AVENUE,3000 32 AVENUE S,,"FARGO, ND 58103",http://maps.google.com/maps?q=DAKOTA%20CLINIC%20PHARMACY%20ON%20%20AVENUE%2C3000%2032%20AVENUE%20S%2C+FARGO%2C+ND+58103
"DONLON DRUG, INC",201 W. WATER ST,,"DECORAH, IA 52101",http://maps.google.com/maps?q=DONLON%20DRUG%20INC%2C201%20W.%20WATER%20ST%2C+DECORAH%2C+IA+52101
EAST SIDE FAMILY CLINIC PHARMACY,895 EAST 7TH STREET,,"SAINT PAUL, MN 55106",http://maps.google.com/maps?q=EAST%20SIDE%20FAMILY%20CLINIC%20PHARMACY%2C895%20EAST%207TH%20STREET%2C+SAINT%20PAUL%2C+MN+55106
ELIZABETH'S PHARMACY ON MAIN INC,52 MAIN AVENUE NORTH,,"BRITT, IA 50423",http://maps.google.com/maps?q=ELIZABETHS%20PHARMACY%20ON%20MAIN%20INC%2C52%20MAIN%20AVENUE%20NORTH%2C+BRITT%2C+IA+50423
ESSENTIA HEALTH BAXTER PHARMACY,13060 ISLE DR,,"BAXTER, MN 56425",http://maps.google.com/maps?q=ESSENTIA%20HEALTH%20BAXTER%20PHARMACY%2C13060%20ISLE%20DR%2C+BAXTER%2C+MN+56425
ESSENTIA HEALTH BRAINERD PHARMACY,2024 S. 6TH STREET,,"BRAINERD, MN 56401",http://maps.google.com/maps?q=ESSENTIA%20HEALTH%20BRAINERD%20PHARMACY%2C2024%20S.%206TH%20STREET%2C+BRAINERD%2C+MN+56401
ESSENTIA HEALTH DL PHARMACY,211 FRAZEE ST E,,"DETROIT LAKES, MN 56501",http://maps.google.com/maps?q=ESSENTIA%20HEALTH%20DL%20PHARMACY%2C211%20FRAZEE%20ST%20E%2C+DETROIT%20LAKES%2C+MN+56501
ESSENTIA HEALTH HIBBING PHARMACY,730 E. 34TH ST,SUITE A,"HIBBING, MN 55746",http://maps.google.com/maps?q=ESSENTIA%20HEALTH%20HIBBING%20PHARMACY%2C730%20E.%2034TH%20ST%2C+HIBBING%2C+MN+55746
FAMILY HEALTHCARE PHARMACY,NDSU,301 NP AVENUE,"FARGO, ND 58102",http://maps.google.com/maps?q=FAMILY%20HEALTHCARE%20PHARMACY%2CNDSU%2C+FARGO%2C+ND+58102
FAMILY MEDICINE RESIDENCY PHARMACY,725 HAMLINE ST,,"GRAND FORKS, ND 58203",http://maps.google.com/maps?q=FAMILY%20MEDICINE%20RESIDENCY%20PHARMACY%2C725%20HAMLINE%20ST%2C+GRAND%20FORKS%2C+ND+58203
FIRSTLIGHT HEALTH SYSTEM PHARMACY,1425 MAIN ST. N,,"PINE CITY, MN 55063",http://maps.google.com/maps?q=FIRSTLIGHT%20HEALTH%20SYSTEM%20PHARMACY%2C1425%20MAIN%20ST.%20N%2C+PINE%20CITY%2C+MN+55063
FOND DU LAC RESERVATION,927 TRETTEL LANE,,"CLOQUET, MN 55720",http://maps.google.com/maps?q=FOND%20DU%20LAC%20RESERVATION%2C927%20TRETTEL%20LANE%2C+CLOQUET%2C+MN+55720
"GENOA HEALTHCARE, LLC","166 4TH STREET E, STE 244",,"SAINT PAUL, MN 55101",http://maps.google.com/maps?q=GENOA%20HEALTHCARE%20LLC%2C166%204TH%20STREET%20E%2C%20STE%20244%2C+SAINT%20PAUL%2C+MN+55101
"GENOA HEALTHCARE, LLC",3101 OLD HIGHWAY 8,STE 203-B,"ROSEVILLE, MN 55113",http://maps.google.com/maps?q=GENOA%20HEALTHCARE%20LLC%2C3101%20OLD%20HIGHWAY%208%2C+ROSEVILLE%2C+MN+55113
"GENOA HEALTHCARE, LLC",800 TRANSFER ROAD,STE 35,"SAINT PAUL, MN 55114",http://maps.google.com/maps?q=GENOA%20HEALTHCARE%20LLC%2C800%20TRANSFER%20ROAD%2C+SAINT%20PAUL%2C+MN+55114
GOODRICH PHARMACY INC.,601 JACOB LANE,,"ANOKA, MN 55303",http://maps.google.com/maps?q=GOODRICH%20PHARMACY%20INC%2C601%20JACOB%20LANE%2C+ANOKA%2C+MN+55303
GRAND ITASCA PHARMACY,1601 GOLF COURSE ROAD,,"GRAND RAPIDS, MN 55744",http://maps.google.com/maps?q=GRAND%20ITASCA%20PHARMACY%2C1601%20GOLF%20COURSE%20ROAD%2C+GRAND%20RAPIDS%2C+MN+55744
"GRAND ST. PAUL CVS, L.L.C.",1175 MADISON AVE.,,"MANKATO, MN 56001",http://maps.google.com/maps?q=GRAND%20ST%20PAUL%20CVS%20LLC%2C1175%20MADISON%20AVE.%2C+MANKATO%2C+MN+56001
"GRAND ST. PAUL CVS, L.L.C.",499 SNELLING AVE. N.,,"ST PAUL, MN 55104",http://maps.google.com/maps?q=GRAND%20ST%20PAUL%20CVS%20LLC%2C499%20SNELLING%20AVE.%20N.%2C+ST%20PAUL%2C+MN+55104
"GRAND ST. PAUL CVS, L.L.C.",740 RAILROAD AVE.,P.O. BOX 550,"ALBANY, MN 56307",http://maps.google.com/maps?q=GRAND%20ST%20PAUL%20CVS%20LLC%2C740%20RAILROAD%20AVE.%2C+ALBANY%2C+MN+56307
"GRAND ST. PAUL CVS, L.L.C.",810 MARYLAND AVENUE EAST,,"ST PAUL, MN 55106",http://maps.google.com/maps?q=GRAND%20ST%20PAUL%20CVS%20LLC%2C810%20MARYLAND%20AVENUE%20EAST%2C+ST%20PAUL%2C+MN+55106
"GRAND ST. PAUL CVS, L.L.C.",949 PORTLAND AVE.,,"MINNEAPOLIS, MN 55404",http://maps.google.com/maps?q=GRAND%20ST%20PAUL%20CVS%20LLC%2C949%20PORTLAND%20AVE.%2C+MINNEAPOLIS%2C+MN+55404
"GUARDIAN PHARMACY OF MINNESOTA, LLC",940 INDUSTRIAL DR S,SUITE 102,"SAUK RAPIDS, MN 56379",http://maps.google.com/maps?q=GUARDIAN%20PHARMACY%20OF%20MINNESOTA%20LLC%2C940%20INDUSTRIAL%20DR%20S%2C+SAUK%20RAPIDS%2C+MN+56379
GUNDERSEN LUTHERAN CLIN PHARM,1836 SOUTH AVENUE,,"LA CROSSE, WI 54601",http://maps.google.com/maps?q=GUNDERSEN%20LUTHERAN%20CLIN%20PHARM%2C1836%20SOUTH%20AVENUE%2C+LA%20CROSSE%2C+WI+54601
GUNDERSEN LUTHERAN CLIN PHARM,3111 GUNDERSEN DRIVE,,"ONALASKA, WI 54650",http://maps.google.com/maps?q=GUNDERSEN%20LUTHERAN%20CLIN%20PHARM%2C3111%20GUNDERSEN%20DRIVE%2C+ONALASKA%2C+WI+54650
HANKINSON DRUG,323 SOUTH MAIN AVENUE,PO BOX 160,"HANKINSON, ND 58041",http://maps.google.com/maps?q=HANKINSON%20DRUG%2C323%20SOUTH%20MAIN%20AVENUE%2C+HANKINSON%2C+ND+58041
HARTIG DRUG CO #12,21 WEST MAIN STREET,,"WAUKON, IA 52172",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C21%20WEST%20MAIN%20STREET%2C+WAUKON%2C+IA+52172
HCMC CSC PHARMACY,715 8TH STREET SO.,,"MINNEAPOLIS, MN 55404",http://maps.google.com/maps?q=HCMC%20CSC%20PHARMACY%2C715%208TH%20STREET%20SO.%2C+MINNEAPOLIS%2C+MN+55404
HCMC RICHFIELD CLINIC PHARMACY,790 W 66TH ST,,"RICHFIELD, MN 55423",http://maps.google.com/maps?q=HCMC%20RICHFIELD%20CLINIC%20PHARMACY%2C790%20W%2066TH%20ST%2C+RICHFIELD%2C+MN+55423
HEALTHPARTNERS,MAILSTOP: 41101B,401 PHALEN BLVD,"SAINT PAUL, MN 55130",http://maps.google.com/maps?q=HEALTHPARTNERS%2CMAILSTOP%3A%2041101B%2C+SAINT%20PAUL%2C+MN+55130
