Business Name,Address 1,Address 2,"City, State Zip",Map URL
AXTELL RITE VALUE PHRMCY,304-1/2 CHARLIE DRIVE,,"WHITESBORO, TX 76273",http://maps.google.com/maps?q=AXTELL%20RITE%20VALUE%20PHRMCY%2C304-1/2%20CHARLIE%20DRIVE%2C+WHITESBORO%2C+TX+76273
BESTYET HEALTHMART PHARMACY,19671 NE 23RD,,"HARRAH, OK 73045",http://maps.google.com/maps?q=BESTYET%20HEALTHMART%20PHARMACY%2C19671%20NE%2023RD%2C+HARRAH%2C+OK+73045
CEDAR SPRINGS PHARMACY INC,5310 E. HIGHWAY 37,,"TUTTLE, OK 73089",http://maps.google.com/maps?q=CEDAR%20SPRINGS%20PHARMACY%20INC%2C5310%20E.%20HIGHWAY%2037%2C+TUTTLE%2C+OK+73089
"CHICKASHA CLINIC PHARMACY, LLC",2224 W IOWA,,"CHICKASHA, OK 73018",http://maps.google.com/maps?q=CHICKASHA%20CLINIC%20PHARMACY%20LLC%2C2224%20W%20IOWA%2C+CHICKASHA%2C+OK+73018
"CREATIVE CARE PHARMACY, LLC","14101 N EASTERN AVE., STE A",,"EDMOND, OK 73013",http://maps.google.com/maps?q=CREATIVE%20CARE%20PHARMACY%20LLC%2C14101%20N%20EASTERN%20AVE.%2C%20STE%20A%2C+EDMOND%2C+OK+73013
"CVS PHARMACY, INC.",116 W. UNIVERSITY DR,,"DENTON, TX 76201",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C116%20W.%20UNIVERSITY%20DR%2C+DENTON%2C+TX+76201
"CVS PHARMACY, INC.",2591 FM 423,,"LITTLE ELM, TX 75068",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C2591%20FM%20423%2C+LITTLE%20ELM%2C+TX+75068
"CVS PHARMACY, INC.",3200 TEASLEY LN.,,"DENTON, TX 76210",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C3200%20TEASLEY%20LN.%2C+DENTON%2C+TX+76210
"CVS PHARMACY, INC.",7230 PRESTON RD,,"FRISCO, TX 75034",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C7230%20PRESTON%20RD%2C+FRISCO%2C+TX+75034
DON COODY PHARMACY,7530 NW 23RD ST,,"BETHANY, OK 73008",http://maps.google.com/maps?q=DON%20COODY%20PHARMACY%2C7530%20NW%2023RD%20ST%2C+BETHANY%2C+OK+73008
EL RENO INDIAN HEALTH CENTER,1801 N PARKVIEW DRIVE,,"EL RENO, OK 73036",http://maps.google.com/maps?q=EL%20RENO%20INDIAN%20HEALTH%20CENTER%2C1801%20N%20PARKVIEW%20DRIVE%2C+EL%20RENO%2C+OK+73036
ESSENT PRMC LP,NORTH CAMPUS,865 DESHONG DRIVE,"PARIS, TX 75462",http://maps.google.com/maps?q=ESSENT%20PRMC%20LP%2CNORTH%20CAMPUS%2C+PARIS%2C+TX+75462
EXCHANGE PHARMACY,2300 EXCHANGE AVENUE,,"OKLAHOMA CITY, OK 73108",http://maps.google.com/maps?q=EXCHANGE%20PHARMACY%2C2300%20EXCHANGE%20AVENUE%2C+OKLAHOMA%20CITY%2C+OK+73108
EXTENDCARE PHARMACY SERVICES,"1246 S HWY 377, STE 200",,"PILOT POINT, TX 76258",http://maps.google.com/maps?q=EXTENDCARE%20PHARMACY%20SERVICES%2C1246%20S%20HWY%20377%2C%20STE%20200%2C+PILOT%20POINT%2C+TX+76258
FAMILY HEALTH  PHARMACY,10021 SOUTH WESTERN AVENUE,,"OKLAHOMA CITY, OK 73139",http://maps.google.com/maps?q=FAMILY%20HEALTH%20%20PHARMACY%2C10021%20SOUTH%20WESTERN%20AVENUE%2C+OKLAHOMA%20CITY%2C+OK+73139
GRAND CARE PHARMACY INC,2103 WEST IOWA AVE,,"CHICKASHA, OK 73018",http://maps.google.com/maps?q=GRAND%20CARE%20PHARMACY%20INC%2C2103%20WEST%20IOWA%20AVE%2C+CHICKASHA%2C+OK+73018
GRANT COUNTY DRUG,219 N MAIN ST,,"ULYSSES, KS 67880",http://maps.google.com/maps?q=GRANT%20COUNTY%20DRUG%2C219%20N%20MAIN%20ST%2C+ULYSSES%2C+KS+67880
GUFFEY'S DRUG STORE,"1610 9TH STREET, STE A",,"WICHITA FALLS, TX 76301",http://maps.google.com/maps?q=GUFFEYS%20DRUG%20STORE%2C1610%209TH%20STREET%2C%20STE%20A%2C+WICHITA%20FALLS%2C+TX+76301
HARRIS DRUG AND GIFTS LLC,205 DEQUEEN AVE.,,"DE QUEEN, AR 71832",http://maps.google.com/maps?q=HARRIS%20DRUG%20AND%20GIFTS%20LLC%2C205%20DEQUEEN%20AVE.%2C+DE%20QUEEN%2C+AR+71832
HENRIETTA PHARMACY INC,124 NORTH BRIDGE,,"HENRIETTA, TX 76365",http://maps.google.com/maps?q=HENRIETTA%20PHARMACY%20INC%2C124%20NORTH%20BRIDGE%2C+HENRIETTA%2C+TX+76365
INDIAN HEALTH SRVC HOSPITAL,1201 HERITAGE CIRCLE,RT 2 BOX 1,"PAWNEE, OK 74058",http://maps.google.com/maps?q=INDIAN%20HEALTH%20SRVC%20HOSPITAL%2C1201%20HERITAGE%20CIRCLE%2C+PAWNEE%2C+OK+74058
KICKAPOO/IHS HEALTH CENTER,"105365 S HWY 102, BLDG M",P O BOX 1059,"MCLOUD, OK 74851",http://maps.google.com/maps?q=KICKAPOOIHS%20HEALTH%20CENTER%2C105365%20S%20HWY%20102%2C%20BLDG%20M%2C+MCLOUD%2C+OK+74851
KIOWA COUNTY PHARMACY LLC,721 WEST KANSAS,SUITE 101,"GREENSBURG, KS 67054",http://maps.google.com/maps?q=KIOWA%20COUNTY%20PHARMACY%20LLC%2C721%20WEST%20KANSAS%2C+GREENSBURG%2C+KS+67054
LAUREATE PSYCHIATRIC CLINIC,& HOSPITAL INC,6655 SOUTH YALE,"TULSA, OK 74136",http://maps.google.com/maps?q=LAUREATE%20PSYCHIATRIC%20CLINIC%2C&%20HOSPITAL%20INC%2C+TULSA%2C+OK+74136
LEONARD PHARMACY INC,122 W COLLINS,PO BOX 1229,"LEONARD, TX 75452",http://maps.google.com/maps?q=LEONARD%20PHARMACY%20INC%2C122%20W%20COLLINS%2C+LEONARD%2C+TX+75452
LIBERTY DRUG INC,315 W CHICKASHA AVE,,"CHICKASHA, OK 73018",http://maps.google.com/maps?q=LIBERTY%20DRUG%20INC%2C315%20W%20CHICKASHA%20AVE%2C+CHICKASHA%2C+OK+73018
LOWELL PHARMACY,114 HARRISON AVENUE,PO BOX 56,"LOWELL, AR 72745",http://maps.google.com/maps?q=LOWELL%20PHARMACY%2C114%20HARRISON%20AVENUE%2C+LOWELL%2C+AR+72745
MAIN STREET PHARMACY,PO BOX 236,113 EAST MAIN,"COLDWATER, KS 67029",http://maps.google.com/maps?q=MAIN%20STREET%20PHARMACY%2CPO%20BOX%20236%2C+COLDWATER%2C+KS+67029
MCLOUD CLINIC PHARMACY,"704 S 8TH ST, STE B",,"MCLOUD, OK 74851",http://maps.google.com/maps?q=MCLOUD%20CLINIC%20PHARMACY%2C704%20S%208TH%20ST%2C%20STE%20B%2C+MCLOUD%2C+OK+74851
MOORE RX,2018 S I-35 SERVICE RD,,"MOORE, OK 73160",http://maps.google.com/maps?q=MOORE%20RX%2C2018%20S%20I-35%20SERVICE%20RD%2C+MOORE%2C+OK+73160
OKLAHOMA STATE UNIVERSITY,STUDENT HEALTH CENTER,1202 W FARM ROAD,"STILLWATER, OK 74078",http://maps.google.com/maps?q=OKLAHOMA%20STATE%20UNIVERSITY%2CSTUDENT%20HEALTH%20CENTER%2C+STILLWATER%2C+OK+74078
PERKINS FAMILY CLINIC PHARMACY,509 E HWY 33,,"PERKINS, OK 74059",http://maps.google.com/maps?q=PERKINS%20FAMILY%20CLINIC%20PHARMACY%2C509%20E%20HWY%2033%2C+PERKINS%2C+OK+74059
POPKESS PHARMACY INC,524 EAST DON TYLER AVE,,"DEWEY, OK 74029",http://maps.google.com/maps?q=POPKESS%20PHARMACY%20INC%2C524%20EAST%20DON%20TYLER%20AVE%2C+DEWEY%2C+OK+74029
PRESCRIPTION CARE PHARMACY,"800 ROCK CREEK RD, STE 117",,"NORMAN, OK 73069",http://maps.google.com/maps?q=PRESCRIPTION%20CARE%20PHARMACY%2C800%20ROCK%20CREEK%20RD%2C%20STE%20117%2C+NORMAN%2C+OK+73069
PRIME RX PHARMACY,"1024 SW 44TH STREET, STE 700",,"OKLAHOMA CITY, OK 73109",http://maps.google.com/maps?q=PRIME%20RX%20PHARMACY%2C1024%20SW%2044TH%20STREET%2C%20STE%20700%2C+OKLAHOMA%20CITY%2C+OK+73109
"QUALITY FIRST MEDICAL SUPPLIES, LLC","115 WEST 3RD STREET, SUITE 820",,"TULSA, OK 74103",http://maps.google.com/maps?q=QUALITY%20FIRST%20MEDICAL%20SUPPLIES%20LLC%2C115%20WEST%203RD%20STREET%2C%20SUITE%20820%2C+TULSA%2C+OK+74103
RAZOOK'S DRUG,1518 WEST 9TH AVENUE,,"STILLWATER, OK 74074",http://maps.google.com/maps?q=RAZOOKS%20DRUG%2C1518%20WEST%209TH%20AVENUE%2C+STILLWATER%2C+OK+74074
RED RIVER HOSPITAL,1505 8TH STREET,,"WICHITA FALLS, TX 76301",http://maps.google.com/maps?q=RED%20RIVER%20HOSPITAL%2C1505%208TH%20STREET%2C+WICHITA%20FALLS%2C+TX+76301
SAINT FRANCIS HOSPITAL SOUTH,10501 EAST 91ST STREET,,"TULSA, OK 74133",http://maps.google.com/maps?q=SAINT%20FRANCIS%20HOSPITAL%20SOUTH%2C10501%20EAST%2091ST%20STREET%2C+TULSA%2C+OK+74133
SCHEFFE PRESCRIPTION SHOP,127 EAST RANDOLPH,,"ENID, OK 73701",http://maps.google.com/maps?q=SCHEFFE%20PRESCRIPTION%20SHOP%2C127%20EAST%20RANDOLPH%2C+ENID%2C+OK+73701
THRIFTY PHARMACY,10904-L NORTH MAY AVENUE,,"OKLAHOMA CITY, OK 73120",http://maps.google.com/maps?q=THRIFTY%20PHARMACY%2C10904-L%20NORTH%20MAY%20AVENUE%2C+OKLAHOMA%20CITY%2C+OK+73120
THRIFTY PHARMACY INC #3,230 S SANTA FE AVENUE,,"EDMOND, OK 73003",http://maps.google.com/maps?q=THRIFTY%20PHARMACY%20INC%2C230%20S%20SANTA%20FE%20AVENUE%2C+EDMOND%2C+OK+73003
