Business Name,Address 1,Address 2,"City, State Zip",Map URL
ADEL HEALTHMART,113  N. 9TH ST,,"ADEL, IA 50003",http://maps.google.com/maps?q=ADEL%20HEALTHMART%2C113%20%20N.%209TH%20ST%2C+ADEL%2C+IA+50003
ALL CARE HEALTH CENTER,902 SOUTH 6TH STREET,,"COUNCIL BLUFFS, IA 51501",http://maps.google.com/maps?q=ALL%20CARE%20HEALTH%20CENTER%2C902%20SOUTH%206TH%20STREET%2C+COUNCIL%20BLUFFS%2C+IA+51501
ALLEN CLINIC PHARMACY,146 WEST DALE ST,STE 103,"WATERLOO, IA 50703",http://maps.google.com/maps?q=ALLEN%20CLINIC%20PHARMACY%2C146%20WEST%20DALE%20ST%2C+WATERLOO%2C+IA+50703
"AMERIPHARM, INC",2503 E 54TH ST. N,,"SIOUX FALLS, SD 57104",http://maps.google.com/maps?q=AMERIPHARM%20INC%2C2503%20E%2054TH%20ST.%20N%2C+SIOUX%20FALLS%2C+SD+57104
ANKENY MEDICAL PARK PHARMACY,3625 N ANKENY BLVD,SUITE A,"ANKENY, IA 50023",http://maps.google.com/maps?q=ANKENY%20MEDICAL%20PARK%20PHARMACY%2C3625%20N%20ANKENY%20BLVD%2C+ANKENY%2C+IA+50023
ASTRUP DRUG INC,PHARMACY,1601 STATE AVE NW,"OWATONNA, MN 55060",http://maps.google.com/maps?q=ASTRUP%20DRUG%20INC%2CPHARMACY%2C+OWATONNA%2C+MN+55060
AVERA HOLY FAMILY HEALTH,826 N 8TH STREET,,"ESTHERVILLE, IA 51334",http://maps.google.com/maps?q=AVERA%20HOLY%20FAMILY%20HEALTH%2C826%20N%208TH%20STREET%2C+ESTHERVILLE%2C+IA+51334
BEDFORD DRUG,419 MAIN ST,PO BOX 66,"BEDFORD, IA 50833",http://maps.google.com/maps?q=BEDFORD%20DRUG%2C419%20MAIN%20ST%2C+BEDFORD%2C+IA+50833
BENNETT PHARMACY,1 WEST MAIN,P.O.BOX 111,"NEW HAMPTON, IA 50659",http://maps.google.com/maps?q=BENNETT%20PHARMACY%2C1%20WEST%20MAIN%2C+NEW%20HAMPTON%2C+IA+50659
BENZER IA 1 LLC,101 NORTH WALNUT STREET,,"COLFAX, IA 50054",http://maps.google.com/maps?q=BENZER%20IA%20%20LLC%2C101%20NORTH%20WALNUT%20STREET%2C+COLFAX%2C+IA+50054
BOOTH PHARMACY INC,903 CENTRAL AVENUE,PO BOX 233,"HAWARDEN, IA 51023",http://maps.google.com/maps?q=BOOTH%20PHARMACY%20INC%2C903%20CENTRAL%20AVENUE%2C+HAWARDEN%2C+IA+51023
BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,,"DES MOINES, IA 50314",http://maps.google.com/maps?q=BROADLAWNS%20MEDICAL%20CENTER%2C1801%20HICKMAN%20ROAD%2C+DES%20MOINES%2C+IA+50314
CARROLL APOTHECARY,425 HIGHWAY 30 WEST STE. 140,PO BOX 157,"CARROLL, IA 51401",http://maps.google.com/maps?q=CARROLL%20APOTHECARY%2C425%20HIGHWAY%2030%20WEST%20STE.%20140%2C+CARROLL%2C+IA+51401
CASS ST PHARMACY GUNDERSEN HEALTH SYSTEM,528 CASS ST.,,"LA CROSSE, WI 54601",http://maps.google.com/maps?q=CASS%20ST%20PHARMACY%20GUNDERSEN%20HEALTH%20SYSTEM%2C528%20CASS%20ST.%2C+LA%20CROSSE%2C+WI+54601
CENTER PHARMACY,312 9TH SW,,"WAVERLY, IA 50677",http://maps.google.com/maps?q=CENTER%20PHARMACY%2C312%209TH%20SW%2C+WAVERLY%2C+IA+50677
CGH MEDICAL CENTER,100 EAST LEFEVRE RD,,"STERLING, IL 61081",http://maps.google.com/maps?q=CGH%20MEDICAL%20CENTER%2C100%20EAST%20LEFEVRE%20RD%2C+STERLING%2C+IL+61081
CHI HEALTH PHARMACY WEST BROADWAY,3135 W BROADWAY,SUITE 101,"COUNCIL BLUFFS, IA 51501",http://maps.google.com/maps?q=CHI%20HEALTH%20PHARMACY%20WEST%20BROADWAY%2C3135%20W%20BROADWAY%2C+COUNCIL%20BLUFFS%2C+IA+51501
CHI HEALTH ST MARY'S,1301 GRUNDMAN BLVD,,"NEBRASKA CITY, NE 68410",http://maps.google.com/maps?q=CHI%20HEALTH%20ST%20MARYS%2C1301%20GRUNDMAN%20BLVD%2C+NEBRASKA%20CITY%2C+NE+68410
CLABAUGH PHARMACY INC.,501 COURT STREET,,"BEATRICE, NE 68310",http://maps.google.com/maps?q=CLABAUGH%20PHARMACY%20INC%2C501%20COURT%20STREET%2C+BEATRICE%2C+NE+68310
CLARK'S PHARMACY,1946 42ND STREET N.E.,,"CEDAR RAPIDS, IA 52402",http://maps.google.com/maps?q=CLARKS%20PHARMACY%2C1946%2042ND%20STREET%20N.E.%2C+CEDAR%20RAPIDS%2C+IA+52402
CLAYTON DRUG,100 EAST 1ST STREET,,"SUMNER, IA 50674",http://maps.google.com/maps?q=CLAYTON%20DRUG%2C100%20EAST%201ST%20STREET%2C+SUMNER%2C+IA+50674
CLAYTON DRUG,104 WEST MISSION ST,,"STRAWBERRY POINT, IA 52076",http://maps.google.com/maps?q=CLAYTON%20DRUG%2C104%20WEST%20MISSION%20ST%2C+STRAWBERRY%20POINT%2C+IA+52076
CLAYTON DRUG,135 N MAIN ST,,"ELKADER, IA 52043",http://maps.google.com/maps?q=CLAYTON%20DRUG%2C135%20N%20MAIN%20ST%2C+ELKADER%2C+IA+52043
COMMUNITY HEALTH CENTER,215 13TH AVENUE SW,,"CLARION, IA 50525",http://maps.google.com/maps?q=COMMUNITY%20HEALTH%20CENTER%2C215%2013TH%20AVENUE%20SW%2C+CLARION%2C+IA+50525
COMMUNITY MEDICAL CENTER INC,3307 BARADA ST,PO BOX 399,"FALLS CITY, NE 68355",http://maps.google.com/maps?q=COMMUNITY%20MEDICAL%20CENTER%20INC%2C3307%20BARADA%20ST%2C+FALLS%20CITY%2C+NE+68355
COMMUNITY PHARMACY,1321 WEST MAIN,,"LAKE CITY, IA 51449",http://maps.google.com/maps?q=COMMUNITY%20PHARMACY%2C1321%20WEST%20MAIN%2C+LAKE%20CITY%2C+IA+51449
COVENANT FAMILY PHARMACY,2710 ST FRANCIS DR,STE. 101,"WATERLOO, IA 50702",http://maps.google.com/maps?q=COVENANT%20FAMILY%20PHARMACY%2C2710%20ST%20FRANCIS%20DR%2C+WATERLOO%2C+IA+50702
CRESCO FAMILY PHARMACY,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,"CRESCO, IA 52136",http://maps.google.com/maps?q=CRESCO%20FAMILY%20PHARMACY%2CREGIONAL%20HEALTH%20SERVICES%20OF%20HOWARD%20COUNTY%2C+CRESCO%2C+IA+52136
CURT'S LONG TERM CARE PHARMACY,"1615 W MAIN ST, SUITE B",,"ALBERT LEA, MN 56007",http://maps.google.com/maps?q=CURTS%20LONG%20TERM%20CARE%20PHARMACY%2C1615%20W%20MAIN%20ST%2C%20SUITE%20B%2C+ALBERT%20LEA%2C+MN+56007
DANIEL PHARMACY,1114 CENTRAL AVENUE,,"FORT DODGE, IA 50501",http://maps.google.com/maps?q=DANIEL%20PHARMACY%2C1114%20CENTRAL%20AVENUE%2C+FORT%20DODGE%2C+IA+50501
DBA NUCARA PHARMACY #10,621 BROAD ST.,,"STORY CITY, IA 50248",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C621%20BROAD%20ST.%2C+STORY%20CITY%2C+IA+50248
DBA NUCARA PHARMACY #12,500 SECOND ST.,,"TRAER, IA 50675",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C500%20SECOND%20ST.%2C+TRAER%2C+IA+50675
DBA NUCARA PHARMACY #16,107 W MAIN,,"OTTUMWA, IA 52501",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C107%20W%20MAIN%2C+OTTUMWA%2C+IA+52501
DBA NUCARA PHARMACY #2,"1150 FIFTH ST., STE. 142",,"CORALVILLE, IA 52241",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C1150%20FIFTH%20ST.%2C%20STE.%20142%2C+CORALVILLE%2C+IA+52241
DBA NUCARA PHARMACY #6,722 MAIN ST.,,"ACKLEY, IA 50601",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C722%20MAIN%20ST.%2C+ACKLEY%2C+IA+50601
DBA NUCARA PHARMACY #7,110 CENTER STREET,,"CONRAD, IA 50621",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C110%20CENTER%20STREET%2C+CONRAD%2C+IA+50621
DBA NUCARA PHARMACY #9,1002 SIXTH ST.,PO BOX 541,"NEVADA, IA 50201",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C1002%20SIXTH%20ST.%2C+NEVADA%2C+IA+50201
"DONLON DRUG, INC",201 W. WATER ST,,"DECORAH, IA 52101",http://maps.google.com/maps?q=DONLON%20DRUG%20INC%2C201%20W.%20WATER%20ST%2C+DECORAH%2C+IA+52101
"DOTZLER PHARMACIES, INC.",DBA PEXTON PHARMACY,1812 CHATBURN PLAZA,"HARLAN, IA 51537",http://maps.google.com/maps?q=DOTZLER%20PHARMACIES%20INC%2CDBA%20PEXTON%20PHARMACY%2C+HARLAN%2C+IA+51537
DOWD DRUG,307 STATE STREET,BOX 99,"GUTHRIE CENTER, IA 50115",http://maps.google.com/maps?q=DOWD%20DRUG%2C307%20STATE%20STREET%2C+GUTHRIE%20CENTER%2C+IA+50115
EAGLE PHARMACY,311 W BROADWAY,BOX 331,"EAGLE GROVE, IA 50533",http://maps.google.com/maps?q=EAGLE%20PHARMACY%2C311%20W%20BROADWAY%2C+EAGLE%20GROVE%2C+IA+50533
EBY DRUG STORE LOGAN INC,103 NORTH 4TH AVE,P O BOX 187,"LOGAN, IA 51546",http://maps.google.com/maps?q=EBY%20DRUG%20STORE%20LOGAN%20INC%2C103%20NORTH%204TH%20AVE%2C+LOGAN%2C+IA+51546
ELIZABETH'S PHARMACY ON MAIN INC,52 MAIN AVENUE NORTH,,"BRITT, IA 50423",http://maps.google.com/maps?q=ELIZABETHS%20PHARMACY%20ON%20MAIN%20INC%2C52%20MAIN%20AVENUE%20NORTH%2C+BRITT%2C+IA+50423
ELMWOOD PHARMACY,808 S. 52ND,,"OMAHA, NE 68106",http://maps.google.com/maps?q=ELMWOOD%20PHARMACY%2C808%20S.%2052ND%2C+OMAHA%2C+NE+68106
"GRAND ST. PAUL CVS, L.L.C.",1175 MADISON AVE.,,"MANKATO, MN 56001",http://maps.google.com/maps?q=GRAND%20ST%20PAUL%20CVS%20LLC%2C1175%20MADISON%20AVE.%2C+MANKATO%2C+MN+56001
GREENE COUNTY MED CTR,1000 W LINCOLNWAY,,"JEFFERSON, IA 50129",http://maps.google.com/maps?q=GREENE%20COUNTY%20MED%20CTR%2C1000%20W%20LINCOLNWAY%2C+JEFFERSON%2C+IA+50129
"GREENWOOD DRUG, INC.",2104 KIMBALL AVE.,,"WATERLOO, IA 50702",http://maps.google.com/maps?q=GREENWOOD%20DRUG%20INC%2C2104%20KIMBALL%20AVE.%2C+WATERLOO%2C+IA+50702
"GRX HOLDINGS, LLC DBA MEDICAP PHARMACY",107 NE DELAWARE AVENUE,STE. 6,"ANKENY, IA 50021",http://maps.google.com/maps?q=GRX%20HOLDINGS%20LLC%20DBA%20MEDICAP%20PHARMACY%2C107%20NE%20DELAWARE%20AVENUE%2C+ANKENY%2C+IA+50021
GUNDERSEN LUTHERAN CLIN PHARM,1836 SOUTH AVENUE,,"LA CROSSE, WI 54601",http://maps.google.com/maps?q=GUNDERSEN%20LUTHERAN%20CLIN%20PHARM%2C1836%20SOUTH%20AVENUE%2C+LA%20CROSSE%2C+WI+54601
GUNDERSEN LUTHERAN CLIN PHARM,3111 GUNDERSEN DRIVE,,"ONALASKA, WI 54650",http://maps.google.com/maps?q=GUNDERSEN%20LUTHERAN%20CLIN%20PHARM%2C3111%20GUNDERSEN%20DRIVE%2C+ONALASKA%2C+WI+54650
GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,,"GUTHRIE CENTER, IA 50115",http://maps.google.com/maps?q=GUTHRIE%20COUNTY%20HOSPITAL%2C710%20NORTH%2012TH%20STREET%2C+GUTHRIE%20CENTER%2C+IA+50115
HARTIG DRUG #3,2255 JOHN F KENNEDY ROAD,,"DUBUQUE, IA 52002",http://maps.google.com/maps?q=HARTIG%20DRUG%2C2255%20JOHN%20F%20KENNEDY%20ROAD%2C+DUBUQUE%2C+IA+52002
HARTIG DRUG CO,157 LOCUST ST,,"DUBUQUE, IA 52001",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C157%20LOCUST%20ST%2C+DUBUQUE%2C+IA+52001
HARTIG DRUG CO,1600 UNIVERSITY AVE,,"DUBUQUE, IA 52001",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C1600%20UNIVERSITY%20AVE%2C+DUBUQUE%2C+IA+52001
HARTIG DRUG CO,2225 CENTRAL AVE,,"DUBUQUE, IA 52001",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C2225%20CENTRAL%20AVE%2C+DUBUQUE%2C+IA+52001
HARTIG DRUG CO,701 MORMON TREK BLVD,,"IOWA CITY, IA 52246",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C701%20MORMON%20TREK%20BLVD%2C+IOWA%20CITY%2C+IA+52246
HARTIG DRUG CO #12,21 WEST MAIN STREET,,"WAUKON, IA 52172",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C21%20WEST%20MAIN%20STREET%2C+WAUKON%2C+IA+52172
HARTIG DRUG CO #26,810 12TH ST,,"BELLE PLAINE, IA 52208",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C810%2012TH%20ST%2C+BELLE%20PLAINE%2C+IA+52208
HARTIG DRUG CO #27,517 COURT ST.,,"WILLIAMSBURG, IA 52361",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C517%20COURT%20ST.%2C+WILLIAMSBURG%2C+IA+52361
HARTIG DRUG CO #28,419 E 1ST ST,,"MONTICELLO, IA 52310",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C419%20E%201ST%20ST%2C+MONTICELLO%2C+IA+52310
HARTIG DRUG CO #30,200 MAIN ST,SUITE 1,"GUTTENBERG, IA 52052",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%2C200%20MAIN%20ST%2C+GUTTENBERG%2C+IA+52052
HARTIG DRUG CO INC,HARTIG DRUG CO #14,200 FIRST STREET EAST,"INDEPENDENCE, IA 50644",http://maps.google.com/maps?q=HARTIG%20DRUG%20CO%20INC%2CHARTIG%20DRUG%20CO%20#14%2C+INDEPENDENCE%2C+IA+50644
HARTIG DRUG COMPANY,STONE CREEK SHOPPING CENTER,711 16TH AVE SE,"DYERSVILLE, IA 52040",http://maps.google.com/maps?q=HARTIG%20DRUG%20COMPANY%2CSTONE%20CREEK%20SHOPPING%20CENTER%2C+DYERSVILLE%2C+IA+52040
HEGG MEMORIAL HOSPITAL INC,1200 21ST AVENUE,,"ROCK VALLEY, IA 51247",http://maps.google.com/maps?q=HEGG%20MEMORIAL%20HOSPITAL%20INC%2C1200%2021ST%20AVENUE%2C+ROCK%20VALLEY%2C+IA+51247
HERITAGE FAMILY PHARMACY,1201 W AGENCY ROAD,,"WEST BURLINGTON, IA 52655",http://maps.google.com/maps?q=HERITAGE%20FAMILY%20PHARMACY%2C1201%20W%20AGENCY%20ROAD%2C+WEST%20BURLINGTON%2C+IA+52655
"HHP, LLC",130 3RD ST NE,SUITE A,"HARTLEY, IA 51346",http://maps.google.com/maps?q=HHP%20LLC%2C130%203RD%20ST%20NE%2C+HARTLEY%2C+IA+51346
HUMBOLDT COUNTY MEMORIAL HOSP,1000 15TH ST N,,"HUMBOLDT, IA 50548",http://maps.google.com/maps?q=HUMBOLDT%20COUNTY%20MEMORIAL%20HOSP%2C1000%2015TH%20ST%20N%2C+HUMBOLDT%2C+IA+50548
HY-VEE PHARMACY #1180,1300 WEST BURLINGTON AVENUE,,"FAIRFIELD, IA 52556",http://maps.google.com/maps?q=HYVEE%20PHARMACY%2C1300%20WEST%20BURLINGTON%20AVENUE%2C+FAIRFIELD%2C+IA+52556
HY-VEE PHARMACY (1202),"2606 ""L"" AVE",,"FORT MADISON, IA 52627",http://maps.google.com/maps?q=HYVEE%20PHARMACY%2C2606%20%22L%22%20AVE%2C+FORT%20MADISON%2C+IA+52627
HY-VEE PHARMACY (1481),"110 S ""D"" STREET",,"OSKALOOSA, IA 52577",http://maps.google.com/maps?q=HYVEE%20PHARMACY%2C110%20S%20%22D%22%20STREET%2C+OSKALOOSA%2C+IA+52577
HY-VEE PHARMACY (1619),500 S. FREMONT STREET,,"SHENANDOAH, IA 51601",http://maps.google.com/maps?q=HYVEE%20PHARMACY%2C500%20S.%20FREMONT%20STREET%2C+SHENANDOAH%2C+IA+51601
"HY-VEE,  INC.",1005 EAST HICKMAN,,"WAUKEE, IA 50263",http://maps.google.com/maps?q=HYVEE%20%20INC%2C1005%20EAST%20HICKMAN%2C+WAUKEE%2C+IA+50263
"HY-VEE, INC.",204 N MAIN ST.,,"LEON, IA 50144",http://maps.google.com/maps?q=HYVEE%20INC%2C204%20N%20MAIN%20ST.%2C+LEON%2C+IA+50144
"HY-VEE, INC.",510 W MCLANE,,"OSCEOLA, IA 50213",http://maps.google.com/maps?q=HYVEE%20INC%2C510%20W%20MCLANE%2C+OSCEOLA%2C+IA+50213
"HY-VEE, INC.",625 DAVIS AVE,,"CORNING, IA 50841",http://maps.google.com/maps?q=HYVEE%20INC%2C625%20DAVIS%20AVE%2C+CORNING%2C+IA+50841
JESUP PHARMACY,1094 220TH STREET,,"JESUP, IA 50648",http://maps.google.com/maps?q=JESUP%20PHARMACY%2C1094%20220TH%20STREET%2C+JESUP%2C+IA+50648
JOHNSON COUNTY HOSPITAL,202 HIGH STREET,P.O. BOX 599,"TECUMSEH, NE 68450",http://maps.google.com/maps?q=JOHNSON%20COUNTY%20HOSPITAL%2C202%20HIGH%20STREET%2C+TECUMSEH%2C+NE+68450
KOHLL'S PHARMACY & HOMECARE,12739 Q STREET,,"OMAHA, NE 68137",http://maps.google.com/maps?q=KOHLLS%20PHARMACY%20%20HOMECARE%2C12739%20Q%20STREET%2C+OMAHA%2C+NE+68137
